"Date","Ticker","close","day_pr_low","day_pr_high","week_pr_low","week_pr_high","month_pr_low","month_pr_high"
9/12/2024 0:00:00,"QQQ",473.22,438.39,468.18,414.75,506.11,416.90,538.21
9/12/2024 0:00:00,"XLI",129.26,123.23,131.71,119.71,138.63,117.12,144.08
9/12/2024 0:00:00,"IWM",211.61,198.86,215.82,191.86,238.38,188.47,246.68
9/12/2024 0:00:00,"XLU",77.45,75.09,78.95,73.99,82.45,68.27,85.53
9/12/2024 0:00:00,"XLC",86.04,80.99,86.64,79.28,90.44,79.06,97.62
9/12/2024 0:00:00,"XLV",155.84,150.45,159.98,146.25,167.41,142.56,168.14
9/12/2024 0:00:00,"XLF",44.38,42.94,46.31,41.70,48.17,39.47,49.81
9/12/2024 0:00:00,"XLB",91.86,87.21,93.48,85.03,97.88,84.02,103.34
9/12/2024 0:00:00,"XLV",155.84,150.45,159.98,146.25,167.41,142.56,168.14
9/12/2024 0:00:00,"XLK",219.34,198.47,215.47,185.02,235.31,187.43,251.54
9/12/2024 0:00:00,"XLK",219.34,198.47,215.47,185.02,235.31,187.43,251.54
9/12/2024 0:00:00,"DIA",411.97,397.24,417.13,380.66,441.17,377.11,448.27
9/12/2024 0:00:00,"XLC",86.04,80.99,86.64,79.28,90.44,79.06,97.62
9/12/2024 0:00:00,"SPY",559.09,530.27,560.00,505.51,595.52,507.85,610.39
9/12/2024 0:00:00,"XLP",83.34,81.37,85.62,79.05,87.67,76.29,88.68
9/12/2024 0:00:00,"XLY",191.18,180.20,191.25,169.95,207.34,163.61,211.67
9/12/2024 0:00:00,"XLRE",44.89,43.42,45.72,42.70,47.37,38.74,48.70
9/12/2024 0:00:00,"XLY",191.18,180.20,191.25,169.95,207.34,163.61,211.67
9/12/2024 0:00:00,"XLE",85.11,82.03,87.95,79.47,93.40,78.58,98.61
9/12/2024 0:00:00,"QQQ",473.22,438.39,468.18,414.75,506.11,416.90,538.21
9/12/2024 0:00:00,"SPY",559.09,530.27,560.00,505.51,595.52,507.85,610.39
9/12/2024 0:00:00,"XLB",91.86,87.21,93.48,85.03,97.88,84.02,103.34
9/12/2024 0:00:00,"XLRE",44.89,43.42,45.72,42.70,47.37,38.74,48.70
9/12/2024 0:00:00,"XLF",44.38,42.94,46.31,41.70,48.17,39.47,49.81
9/12/2024 0:00:00,"IWM",211.61,198.86,215.82,191.86,238.38,188.47,246.68
9/12/2024 0:00:00,"XLU",77.45,75.09,78.95,73.99,82.45,68.27,85.53
9/12/2024 0:00:00,"XLE",85.11,82.03,87.95,79.47,93.40,78.58,98.61
9/12/2024 0:00:00,"DIA",411.97,397.24,417.13,380.66,441.17,377.11,448.27
9/12/2024 0:00:00,"XLI",129.26,123.23,131.71,119.71,138.63,117.12,144.08
9/12/2024 0:00:00,"XLP",83.34,81.37,85.62,79.05,87.67,76.29,88.68
9/13/2024 0:00:00,"XLK",220.44,200.39,219.61,185.02,235.31,187.43,251.54
9/13/2024 0:00:00,"XLY",192.48,181.23,192.19,169.95,207.34,163.61,211.67
9/13/2024 0:00:00,"XLI",130.57,123.66,132.00,119.71,138.63,117.12,144.08
9/13/2024 0:00:00,"IWM",216.83,199.16,215.87,191.86,238.38,188.47,246.68
9/13/2024 0:00:00,"XLU",78.54,75.32,79.08,73.99,82.45,68.27,85.53
9/13/2024 0:00:00,"XLV",156.16,150.43,160.03,146.25,167.41,142.56,168.14
9/13/2024 0:00:00,"XLC",86.87,81.13,86.71,79.28,90.44,79.06,97.62
9/13/2024 0:00:00,"XLV",156.16,150.43,160.03,146.25,167.41,142.56,168.14
9/13/2024 0:00:00,"XLK",220.44,200.39,219.61,185.02,235.31,187.43,251.54
9/13/2024 0:00:00,"DIA",414.94,398.08,417.22,380.66,441.17,377.11,448.27
9/13/2024 0:00:00,"SPY",562.01,531.38,563.20,505.51,595.52,507.85,610.39
9/13/2024 0:00:00,"XLP",83.93,81.17,85.46,79.05,87.67,76.29,88.68
9/13/2024 0:00:00,"XLY",192.48,181.23,192.19,169.95,207.34,163.61,211.67
9/13/2024 0:00:00,"XLE",85.59,81.66,87.35,79.47,93.40,78.58,98.61
9/13/2024 0:00:00,"XLRE",45.21,43.70,46.08,42.70,47.37,38.74,48.70
9/13/2024 0:00:00,"XLB",92.69,87.44,93.60,85.03,97.88,84.02,103.34
9/13/2024 0:00:00,"QQQ",475.34,439.90,473.68,414.75,506.11,416.90,538.21
9/13/2024 0:00:00,"XLF",44.51,42.82,46.20,41.70,48.17,39.47,49.81
9/13/2024 0:00:00,"XLC",86.87,81.13,86.71,79.28,90.44,79.06,97.62
9/13/2024 0:00:00,"XLB",92.69,87.44,93.60,85.03,97.88,84.02,103.34
9/13/2024 0:00:00,"SPY",562.01,531.38,563.20,505.51,595.52,507.85,610.39
9/13/2024 0:00:00,"XLU",78.54,75.32,79.08,73.99,82.45,68.27,85.53
9/13/2024 0:00:00,"XLI",130.57,123.66,132.00,119.71,138.63,117.12,144.08
9/13/2024 0:00:00,"XLF",44.51,42.82,46.20,41.70,48.17,39.47,49.81
9/13/2024 0:00:00,"XLP",83.93,81.17,85.46,79.05,87.67,76.29,88.68
9/13/2024 0:00:00,"QQQ",475.34,439.90,473.68,414.75,506.11,416.90,538.21
9/13/2024 0:00:00,"DIA",414.94,398.08,417.22,380.66,441.17,377.11,448.27
9/13/2024 0:00:00,"IWM",216.83,199.16,215.87,191.86,238.38,188.47,246.68
9/13/2024 0:00:00,"XLRE",45.21,43.70,46.08,42.70,47.37,38.74,48.70
9/13/2024 0:00:00,"XLE",85.59,81.66,87.35,79.47,93.40,78.58,98.61
9/16/2024 0:00:00,"XLRE",45.36,44.03,46.35,43.31,48.12,38.74,48.70
9/16/2024 0:00:00,"XLK",219.60,203.31,223.86,191.91,237.86,187.43,251.54
9/16/2024 0:00:00,"XLP",84.26,81.21,85.51,79.15,88.09,76.29,88.68
9/16/2024 0:00:00,"IWM",217.61,200.26,218.80,196.63,242.06,188.47,246.68
9/16/2024 0:00:00,"XLB",93.55,87.76,94.35,86.40,99.10,84.02,103.34
9/16/2024 0:00:00,"XLE",86.57,81.44,87.16,79.55,93.83,78.58,98.61
9/16/2024 0:00:00,"XLY",192.15,182.40,194.80,174.13,212.84,163.61,211.67
9/16/2024 0:00:00,"XLU",79.14,75.68,79.80,74.99,84.07,68.27,85.53
9/16/2024 0:00:00,"XLV",157.24,150.78,160.33,146.80,166.43,142.56,168.14
9/16/2024 0:00:00,"DIA",417.38,398.97,419.54,386.49,445.49,377.11,448.27
9/16/2024 0:00:00,"QQQ",473.24,444.00,480.66,425.17,512.30,416.90,538.21
9/16/2024 0:00:00,"XLK",219.60,203.31,223.86,191.91,237.86,187.43,251.54
9/16/2024 0:00:00,"XLC",87.78,81.35,87.86,80.64,92.11,79.06,97.62
9/16/2024 0:00:00,"XLV",157.24,150.78,160.33,146.80,166.43,142.56,168.14
9/16/2024 0:00:00,"XLC",87.78,81.35,87.86,80.64,92.11,79.06,97.62
9/16/2024 0:00:00,"XLF",45.09,42.77,46.06,42.04,48.13,39.47,49.81
9/16/2024 0:00:00,"SPY",562.84,533.92,568.69,515.09,602.08,507.85,610.39
9/16/2024 0:00:00,"XLY",192.15,182.40,194.80,174.13,212.84,163.61,211.67
9/16/2024 0:00:00,"XLI",131.24,124.08,133.04,122.15,140.58,117.12,144.08
9/16/2024 0:00:00,"XLRE",45.36,44.03,46.35,43.31,48.12,38.74,48.70
9/16/2024 0:00:00,"DIA",417.38,398.97,419.54,386.49,445.49,377.11,448.27
9/16/2024 0:00:00,"QQQ",473.24,444.00,480.66,425.17,512.30,416.90,538.21
9/16/2024 0:00:00,"SPY",562.84,533.92,568.69,515.09,602.08,507.85,610.39
9/16/2024 0:00:00,"XLF",45.09,42.77,46.06,42.04,48.13,39.47,49.81
9/16/2024 0:00:00,"XLP",84.26,81.21,85.51,79.15,88.09,76.29,88.68
9/16/2024 0:00:00,"XLB",93.55,87.76,94.35,86.40,99.10,84.02,103.34
9/16/2024 0:00:00,"IWM",217.61,200.26,218.80,196.63,242.06,188.47,246.68
9/16/2024 0:00:00,"XLE",86.57,81.44,87.16,79.55,93.83,78.58,98.61
9/16/2024 0:00:00,"XLU",79.14,75.68,79.80,74.99,84.07,68.27,85.53
9/16/2024 0:00:00,"XLI",131.24,124.08,133.04,122.15,140.58,117.12,144.08
9/17/2024 0:00:00,"XLP",83.46,81.28,85.77,79.15,88.09,76.29,88.68
9/17/2024 0:00:00,"XLV",155.62,151.14,160.89,146.80,166.43,142.56,168.14
9/17/2024 0:00:00,"IWM",219.41,203.04,220.79,196.63,242.06,188.47,246.68
9/17/2024 0:00:00,"XLC",87.78,81.97,89.11,80.64,92.11,79.06,97.62
9/17/2024 0:00:00,"XLU",79.08,76.09,80.44,74.99,84.07,68.27,85.53
9/17/2024 0:00:00,"XLY",193.13,183.89,196.48,174.13,212.84,163.61,211.67
9/17/2024 0:00:00,"XLC",87.78,81.97,89.11,80.64,92.11,79.06,97.62
9/17/2024 0:00:00,"SPY",563.07,537.49,573.19,515.09,602.08,507.85,610.39
9/17/2024 0:00:00,"QQQ",473.49,448.15,485.19,425.17,512.30,416.90,538.21
9/17/2024 0:00:00,"XLE",87.74,81.70,87.44,79.55,93.83,78.58,98.61
9/17/2024 0:00:00,"XLV",155.62,151.14,160.89,146.80,166.43,142.56,168.14
9/17/2024 0:00:00,"XLI",131.96,124.71,134.33,122.15,140.58,117.12,144.08
9/17/2024 0:00:00,"XLRE",45.00,44.28,46.33,43.31,48.12,38.74,48.70
9/17/2024 0:00:00,"DIA",417.26,400.83,422.70,386.49,445.49,377.11,448.27
9/17/2024 0:00:00,"XLK",219.17,205.96,226.76,191.91,237.86,187.43,251.54
9/17/2024 0:00:00,"XLB",93.73,88.32,95.21,86.40,99.10,84.02,103.34
9/17/2024 0:00:00,"XLY",193.13,183.89,196.48,174.13,212.84,163.61,211.67
9/17/2024 0:00:00,"XLF",45.33,42.91,46.05,42.04,48.13,39.47,49.81
9/17/2024 0:00:00,"XLK",219.17,205.96,226.76,191.91,237.86,187.43,251.54
9/17/2024 0:00:00,"XLI",131.96,124.71,134.33,122.15,140.58,117.12,144.08
9/17/2024 0:00:00,"XLB",93.73,88.32,95.21,86.40,99.10,84.02,103.34
9/17/2024 0:00:00,"XLRE",45.00,44.28,46.33,43.31,48.12,38.74,48.70
9/17/2024 0:00:00,"XLU",79.08,76.09,80.44,74.99,84.07,68.27,85.53
9/17/2024 0:00:00,"SPY",563.07,537.49,573.19,515.09,602.08,507.85,610.39
9/17/2024 0:00:00,"QQQ",473.49,448.15,485.19,425.17,512.30,416.90,538.21
9/17/2024 0:00:00,"XLF",45.33,42.91,46.05,42.04,48.13,39.47,49.81
9/17/2024 0:00:00,"XLP",83.46,81.28,85.77,79.15,88.09,76.29,88.68
9/17/2024 0:00:00,"IWM",219.41,203.04,220.79,196.63,242.06,188.47,246.68
9/17/2024 0:00:00,"XLE",87.74,81.70,87.44,79.55,93.83,78.58,98.61
9/17/2024 0:00:00,"DIA",417.26,400.83,422.70,386.49,445.49,377.11,448.27
9/18/2024 0:00:00,"XLK",217.17,208.85,228.06,191.91,237.86,187.43,251.54
9/18/2024 0:00:00,"DIA",416.19,404.37,425.30,386.49,445.49,377.11,448.27
9/18/2024 0:00:00,"SPY",561.40,542.87,576.15,515.09,602.08,507.85,610.39
9/18/2024 0:00:00,"QQQ",471.44,453.44,487.74,425.17,512.30,416.90,538.21
9/18/2024 0:00:00,"XLF",45.19,43.33,46.31,42.04,48.13,39.47,49.81
9/18/2024 0:00:00,"XLK",217.17,208.85,228.06,191.91,237.86,187.43,251.54
9/18/2024 0:00:00,"XLY",192.75,186.51,198.11,174.13,212.84,163.61,211.67
9/18/2024 0:00:00,"XLB",93.33,89.43,96.03,86.40,99.10,84.02,103.34
9/18/2024 0:00:00,"XLY",192.75,186.51,198.11,174.13,212.84,163.61,211.67
9/18/2024 0:00:00,"XLE",87.91,82.59,88.07,79.55,93.83,78.58,98.61
9/18/2024 0:00:00,"XLU",78.48,76.71,81.04,74.99,84.07,68.27,85.53
9/18/2024 0:00:00,"XLRE",44.87,44.48,46.31,43.31,48.12,38.74,48.70
9/18/2024 0:00:00,"XLI",131.85,126.27,135.34,122.15,140.58,117.12,144.08
9/18/2024 0:00:00,"XLC",87.71,83.13,90.47,80.64,92.11,79.06,97.62
9/18/2024 0:00:00,"XLP",83.14,81.57,85.93,79.15,88.09,76.29,88.68
9/18/2024 0:00:00,"XLC",87.71,83.13,90.47,80.64,92.11,79.06,97.62
9/18/2024 0:00:00,"IWM",219.45,206.71,224.26,196.63,242.06,188.47,246.68
9/18/2024 0:00:00,"XLV",155.36,151.56,161.41,146.80,166.43,142.56,168.14
9/18/2024 0:00:00,"XLV",155.36,151.56,161.41,146.80,166.43,142.56,168.14
9/18/2024 0:00:00,"XLB",93.33,89.43,96.03,86.40,99.10,84.02,103.34
9/18/2024 0:00:00,"DIA",416.19,404.37,425.30,386.49,445.49,377.11,448.27
9/18/2024 0:00:00,"XLE",87.91,82.59,88.07,79.55,93.83,78.58,98.61
9/18/2024 0:00:00,"IWM",219.45,206.71,224.26,196.63,242.06,188.47,246.68
9/18/2024 0:00:00,"QQQ",471.44,453.44,487.74,425.17,512.30,416.90,538.21
9/18/2024 0:00:00,"XLF",45.19,43.33,46.31,42.04,48.13,39.47,49.81
9/18/2024 0:00:00,"XLU",78.48,76.71,81.04,74.99,84.07,68.27,85.53
9/18/2024 0:00:00,"SPY",561.40,542.87,576.15,515.09,602.08,507.85,610.39
9/18/2024 0:00:00,"XLRE",44.87,44.48,46.31,43.31,48.12,38.74,48.70
9/18/2024 0:00:00,"XLP",83.14,81.57,85.93,79.15,88.09,76.29,88.68
9/18/2024 0:00:00,"XLI",131.85,126.27,135.34,122.15,140.58,117.12,144.08
9/19/2024 0:00:00,"XLU",78.02,76.98,81.49,74.99,84.07,68.27,85.53
9/19/2024 0:00:00,"XLRE",44.76,44.60,46.43,43.31,48.12,38.74,48.70
9/19/2024 0:00:00,"XLE",88.96,83.48,89.15,79.55,93.83,78.58,98.61
9/19/2024 0:00:00,"XLB",94.74,89.86,96.91,86.40,99.10,84.02,103.34
9/19/2024 0:00:00,"XLC",88.90,83.89,91.06,80.64,92.11,79.06,97.62
9/19/2024 0:00:00,"XLV",155.92,151.65,161.70,146.80,166.43,142.56,168.14
9/19/2024 0:00:00,"XLI",134.12,127.63,136.55,122.15,140.58,117.12,144.08
9/19/2024 0:00:00,"XLK",223.62,208.95,228.78,191.91,237.86,187.43,251.54
9/19/2024 0:00:00,"DIA",421.41,406.69,427.84,386.49,445.49,377.11,448.27
9/19/2024 0:00:00,"XLV",155.92,151.65,161.70,146.80,166.43,142.56,168.14
9/19/2024 0:00:00,"XLY",197.14,187.61,199.58,174.13,212.84,163.61,211.67
9/19/2024 0:00:00,"XLY",197.14,187.61,199.58,174.13,212.84,163.61,211.67
9/19/2024 0:00:00,"XLF",45.69,43.72,46.57,42.04,48.13,39.47,49.81
9/19/2024 0:00:00,"XLC",88.90,83.89,91.06,80.64,92.11,79.06,97.62
9/19/2024 0:00:00,"IWM",223.97,209.42,228.07,196.63,242.06,188.47,246.68
9/19/2024 0:00:00,"XLK",223.62,208.95,228.78,191.91,237.86,187.43,251.54
9/19/2024 0:00:00,"SPY",570.98,545.16,578.64,515.09,602.08,507.85,610.39
9/19/2024 0:00:00,"QQQ",483.36,454.55,489.57,425.17,512.30,416.90,538.21
9/19/2024 0:00:00,"XLP",82.65,81.64,85.89,79.15,88.09,76.29,88.68
9/19/2024 0:00:00,"SPY",570.98,545.16,578.64,515.09,602.08,507.85,610.39
9/19/2024 0:00:00,"XLRE",44.76,44.60,46.43,43.31,48.12,38.74,48.70
9/19/2024 0:00:00,"XLI",134.12,127.63,136.55,122.15,140.58,117.12,144.08
9/19/2024 0:00:00,"DIA",421.41,406.69,427.84,386.49,445.49,377.11,448.27
9/19/2024 0:00:00,"IWM",223.97,209.42,228.07,196.63,242.06,188.47,246.68
9/19/2024 0:00:00,"XLE",88.96,83.48,89.15,79.55,93.83,78.58,98.61
9/19/2024 0:00:00,"XLU",78.02,76.98,81.49,74.99,84.07,68.27,85.53
9/19/2024 0:00:00,"XLF",45.69,43.72,46.57,42.04,48.13,39.47,49.81
9/19/2024 0:00:00,"QQQ",483.36,454.55,489.57,425.17,512.30,416.90,538.21
9/19/2024 0:00:00,"XLP",82.65,81.64,85.89,79.15,88.09,76.29,88.68
9/19/2024 0:00:00,"XLB",94.74,89.86,96.91,86.40,99.10,84.02,103.34
9/20/2024 0:00:00,"XLK",222.53,210.07,230.34,191.91,237.86,187.43,251.54
9/20/2024 0:00:00,"XLE",88.76,84.20,90.58,79.55,93.83,78.58,98.61
9/20/2024 0:00:00,"DIA",420.57,408.83,429.44,386.49,445.49,377.11,448.27
9/20/2024 0:00:00,"XLY",196.69,189.53,200.79,174.13,212.84,163.61,211.67
9/20/2024 0:00:00,"XLP",83.05,81.32,85.85,79.15,88.09,76.29,88.68
9/20/2024 0:00:00,"XLC",88.90,84.67,91.84,80.64,92.11,79.06,97.62
9/20/2024 0:00:00,"XLK",222.53,210.07,230.34,191.91,237.86,187.43,251.54
9/20/2024 0:00:00,"XLC",88.90,84.67,91.84,80.64,92.11,79.06,97.62
9/20/2024 0:00:00,"XLV",155.28,152.06,161.17,146.80,166.43,142.56,168.14
9/20/2024 0:00:00,"XLRE",44.68,44.31,46.45,43.31,48.12,38.74,48.70
9/20/2024 0:00:00,"XLY",196.69,189.53,200.79,174.13,212.84,163.61,211.67
9/20/2024 0:00:00,"XLU",80.08,76.89,81.46,74.99,84.07,68.27,85.53
9/20/2024 0:00:00,"XLF",45.66,43.96,46.84,42.04,48.13,39.47,49.81
9/20/2024 0:00:00,"XLV",155.28,152.06,161.17,146.80,166.43,142.56,168.14
9/20/2024 0:00:00,"XLB",94.07,90.63,97.48,86.40,99.10,84.02,103.34
9/20/2024 0:00:00,"XLI",133.18,128.51,137.59,122.15,140.58,117.12,144.08
9/20/2024 0:00:00,"QQQ",482.44,457.42,493.30,425.17,512.30,416.90,538.21
9/20/2024 0:00:00,"SPY",568.25,547.68,582.05,515.09,602.08,507.85,610.39
9/20/2024 0:00:00,"IWM",221.57,211.39,230.52,196.63,242.06,188.47,246.68
9/20/2024 0:00:00,"XLU",80.08,76.89,81.46,74.99,84.07,68.27,85.53
9/20/2024 0:00:00,"SPY",568.25,547.68,582.05,515.09,602.08,507.85,610.39
9/20/2024 0:00:00,"DIA",420.57,408.83,429.44,386.49,445.49,377.11,448.27
9/20/2024 0:00:00,"XLRE",44.68,44.31,46.45,43.31,48.12,38.74,48.70
9/20/2024 0:00:00,"QQQ",482.44,457.42,493.30,425.17,512.30,416.90,538.21
9/20/2024 0:00:00,"IWM",221.57,211.39,230.52,196.63,242.06,188.47,246.68
9/20/2024 0:00:00,"XLB",94.07,90.63,97.48,86.40,99.10,84.02,103.34
9/20/2024 0:00:00,"XLF",45.66,43.96,46.84,42.04,48.13,39.47,49.81
9/20/2024 0:00:00,"XLI",133.18,128.51,137.59,122.15,140.58,117.12,144.08
9/20/2024 0:00:00,"XLE",88.76,84.20,90.58,79.55,93.83,78.58,98.61
9/20/2024 0:00:00,"XLP",83.05,81.32,85.85,79.15,88.09,76.29,88.68
9/23/2024 0:00:00,"XLK",222.09,211.24,231.23,199.29,243.03,187.43,251.54
9/23/2024 0:00:00,"QQQ",483.04,459.90,496.39,438.99,523.16,416.90,538.21
9/23/2024 0:00:00,"XLV",154.40,151.58,160.63,146.21,165.97,142.56,168.14
9/23/2024 0:00:00,"XLU",80.33,77.21,81.74,77.26,85.36,68.27,85.53
9/23/2024 0:00:00,"XLP",83.09,80.91,85.58,79.29,88.09,76.29,88.68
9/23/2024 0:00:00,"XLC",88.83,85.17,92.24,83.17,93.97,79.06,97.62
9/23/2024 0:00:00,"IWM",220.76,212.84,231.87,202.99,245.68,188.47,246.68
9/23/2024 0:00:00,"XLK",222.09,211.24,231.23,199.29,243.03,187.43,251.54
9/23/2024 0:00:00,"XLY",198.67,190.83,201.89,180.43,218.31,163.61,211.67
9/23/2024 0:00:00,"XLY",198.67,190.83,201.89,180.43,218.31,163.61,211.67
9/23/2024 0:00:00,"XLF",45.44,44.14,46.91,42.68,48.35,39.47,49.81
9/23/2024 0:00:00,"XLC",88.83,85.17,92.24,83.17,93.97,79.06,97.62
9/23/2024 0:00:00,"DIA",421.11,409.76,429.80,394.84,451.10,377.11,448.27
9/23/2024 0:00:00,"XLB",94.47,90.85,97.67,88.86,102.15,84.02,103.34
9/23/2024 0:00:00,"XLI",133.64,129.11,137.75,125.73,143.43,117.12,144.08
9/23/2024 0:00:00,"SPY",569.67,549.25,583.68,527.75,609.15,507.85,610.39
9/23/2024 0:00:00,"XLV",154.40,151.58,160.63,146.21,165.97,142.56,168.14
9/23/2024 0:00:00,"XLRE",44.86,44.04,46.37,43.69,48.07,38.74,48.70
9/23/2024 0:00:00,"XLE",89.12,84.70,91.09,80.54,95.42,78.58,98.61
9/23/2024 0:00:00,"XLF",45.44,44.14,46.91,42.68,48.35,39.47,49.81
9/23/2024 0:00:00,"XLI",133.64,129.11,137.75,125.73,143.43,117.12,144.08
9/23/2024 0:00:00,"SPY",569.67,549.25,583.68,527.75,609.15,507.85,610.39
9/23/2024 0:00:00,"XLU",80.33,77.21,81.74,77.26,85.36,68.27,85.53
9/23/2024 0:00:00,"IWM",220.76,212.84,231.87,202.99,245.68,188.47,246.68
9/23/2024 0:00:00,"DIA",421.11,409.76,429.80,394.84,451.10,377.11,448.27
9/23/2024 0:00:00,"QQQ",483.04,459.90,496.39,438.99,523.16,416.90,538.21
9/23/2024 0:00:00,"XLP",83.09,80.91,85.58,79.29,88.09,76.29,88.68
9/23/2024 0:00:00,"XLE",89.12,84.70,91.09,80.54,95.42,78.58,98.61
9/23/2024 0:00:00,"XLB",94.47,90.85,97.67,88.86,102.15,84.02,103.34
9/23/2024 0:00:00,"XLRE",44.86,44.04,46.37,43.69,48.07,38.74,48.70
9/24/2024 0:00:00,"XLP",82.89,80.72,85.32,79.29,88.09,76.29,88.68
9/24/2024 0:00:00,"XLK",223.61,211.93,231.70,199.29,243.03,187.43,251.54
9/24/2024 0:00:00,"SPY",571.30,551.50,584.35,527.75,609.15,507.85,610.39
9/24/2024 0:00:00,"XLRE",44.86,43.97,46.23,43.69,48.07,38.74,48.70
9/24/2024 0:00:00,"XLC",89.25,85.57,92.37,83.17,93.97,79.06,97.62
9/24/2024 0:00:00,"XLY",200.41,192.09,202.92,180.43,218.31,163.61,211.67
9/24/2024 0:00:00,"XLF",45.06,44.18,46.87,42.68,48.35,39.47,49.81
9/24/2024 0:00:00,"IWM",221.13,213.07,232.38,202.99,245.68,188.47,246.68
9/24/2024 0:00:00,"XLY",200.41,192.09,202.92,180.43,218.31,163.61,211.67
9/24/2024 0:00:00,"XLK",223.61,211.93,231.70,199.29,243.03,187.43,251.54
9/24/2024 0:00:00,"XLC",89.25,85.57,92.37,83.17,93.97,79.06,97.62
9/24/2024 0:00:00,"XLU",79.76,77.39,82.11,77.26,85.36,68.27,85.53
9/24/2024 0:00:00,"XLV",154.09,151.45,159.78,146.21,165.97,142.56,168.14
9/24/2024 0:00:00,"QQQ",485.37,462.71,498.32,438.99,523.16,416.90,538.21
9/24/2024 0:00:00,"XLE",88.90,85.11,91.58,80.54,95.42,78.58,98.61
9/24/2024 0:00:00,"XLI",134.60,129.36,138.14,125.73,143.43,117.12,144.08
9/24/2024 0:00:00,"DIA",422.13,411.24,429.84,394.84,451.10,377.11,448.27
9/24/2024 0:00:00,"XLB",95.76,90.93,97.60,88.86,102.15,84.02,103.34
9/24/2024 0:00:00,"XLV",154.09,151.45,159.78,146.21,165.97,142.56,168.14
9/24/2024 0:00:00,"IWM",221.13,213.07,232.38,202.99,245.68,188.47,246.68
9/24/2024 0:00:00,"XLF",45.06,44.18,46.87,42.68,48.35,39.47,49.81
9/24/2024 0:00:00,"XLI",134.60,129.36,138.14,125.73,143.43,117.12,144.08
9/24/2024 0:00:00,"XLP",82.89,80.72,85.32,79.29,88.09,76.29,88.68
9/24/2024 0:00:00,"XLB",95.76,90.93,97.60,88.86,102.15,84.02,103.34
9/24/2024 0:00:00,"XLE",88.90,85.11,91.58,80.54,95.42,78.58,98.61
9/24/2024 0:00:00,"DIA",422.13,411.24,429.84,394.84,451.10,377.11,448.27
9/24/2024 0:00:00,"SPY",571.30,551.50,584.35,527.75,609.15,507.85,610.39
9/24/2024 0:00:00,"XLU",79.76,77.39,82.11,77.26,85.36,68.27,85.53
9/24/2024 0:00:00,"QQQ",485.37,462.71,498.32,438.99,523.16,416.90,538.21
9/24/2024 0:00:00,"XLRE",44.86,43.97,46.23,43.69,48.07,38.74,48.70
9/25/2024 0:00:00,"SPY",570.04,554.68,584.97,527.75,609.15,507.85,610.39
9/25/2024 0:00:00,"XLF",44.79,44.09,46.68,42.68,48.35,39.47,49.81
9/25/2024 0:00:00,"XLK",224.25,214.31,232.45,199.29,243.03,187.43,251.54
9/25/2024 0:00:00,"XLV",152.59,151.02,158.85,146.21,165.97,142.56,168.14
9/25/2024 0:00:00,"QQQ",485.82,466.79,500.44,438.99,523.16,416.90,538.21
9/25/2024 0:00:00,"XLC",88.97,86.14,92.39,83.17,93.97,79.06,97.62
9/25/2024 0:00:00,"XLU",80.18,77.78,82.55,77.26,85.36,68.27,85.53
9/25/2024 0:00:00,"XLC",88.97,86.14,92.39,83.17,93.97,79.06,97.62
9/25/2024 0:00:00,"IWM",217.69,214.21,231.48,202.99,245.68,188.47,246.68
9/25/2024 0:00:00,"XLY",199.69,194.23,203.89,180.43,218.31,163.61,211.67
9/25/2024 0:00:00,"DIA",419.12,413.14,430.23,394.84,451.10,377.11,448.27
9/25/2024 0:00:00,"XLRE",44.67,43.87,46.07,43.69,48.07,38.74,48.70
9/25/2024 0:00:00,"XLV",152.59,151.02,158.85,146.21,165.97,142.56,168.14
9/25/2024 0:00:00,"XLY",199.69,194.23,203.89,180.43,218.31,163.61,211.67
9/25/2024 0:00:00,"XLK",224.25,214.31,232.45,199.29,243.03,187.43,251.54
9/25/2024 0:00:00,"XLB",95.12,91.71,98.14,88.86,102.15,84.02,103.34
9/25/2024 0:00:00,"XLE",87.16,85.60,91.99,80.54,95.42,78.58,98.61
9/25/2024 0:00:00,"XLI",133.97,130.24,138.41,125.73,143.43,117.12,144.08
9/25/2024 0:00:00,"XLP",82.68,80.96,84.79,79.29,88.09,76.29,88.68
9/25/2024 0:00:00,"IWM",217.69,214.21,231.48,202.99,245.68,188.47,246.68
9/25/2024 0:00:00,"DIA",419.12,413.14,430.23,394.84,451.10,377.11,448.27
9/25/2024 0:00:00,"XLB",95.12,91.71,98.14,88.86,102.15,84.02,103.34
9/25/2024 0:00:00,"XLP",82.68,80.96,84.79,79.29,88.09,76.29,88.68
9/25/2024 0:00:00,"QQQ",485.82,466.79,500.44,438.99,523.16,416.90,538.21
9/25/2024 0:00:00,"SPY",570.04,554.68,584.97,527.75,609.15,507.85,610.39
9/25/2024 0:00:00,"XLI",133.97,130.24,138.41,125.73,143.43,117.12,144.08
9/25/2024 0:00:00,"XLF",44.79,44.09,46.68,42.68,48.35,39.47,49.81
9/25/2024 0:00:00,"XLU",80.18,77.78,82.55,77.26,85.36,68.27,85.53
9/25/2024 0:00:00,"XLE",87.16,85.60,91.99,80.54,95.42,78.58,98.61
9/25/2024 0:00:00,"XLRE",44.67,43.87,46.07,43.69,48.07,38.74,48.70
9/26/2024 0:00:00,"XLU",79.63,78.26,82.90,77.26,85.36,68.27,85.53
9/26/2024 0:00:00,"XLC",89.47,86.34,92.38,83.17,93.97,79.06,97.62
