"Date","Ticker","gap_lt","gap_lt_avg","gap_lt_hi","gap_lt_lo"
5/29/2025 0:00:00,"XLI",2.35,-7.29,-2.99,-11.59
5/30/2025 0:00:00,"XLI",2.44,-7.29,-2.99,-11.59
6/2/2025 0:00:00,"XLI",-5.14,-7.29,-2.99,-11.59
6/3/2025 0:00:00,"XLI",-4.04,-7.29,-2.99,-11.59
6/4/2025 0:00:00,"XLI",-3.96,-7.29,-2.99,-11.59
6/5/2025 0:00:00,"XLI",-4.06,-7.29,-2.99,-11.59
6/6/2025 0:00:00,"XLI",-2.85,-7.29,-2.99,-11.59
6/9/2025 0:00:00,"XLI",-2.98,-7.29,-2.99,-11.59
6/10/2025 0:00:00,"XLI",-3.61,-7.29,-2.99,-11.59
6/11/2025 0:00:00,"XLI",-3.54,-7.29,-2.99,-11.59
6/12/2025 0:00:00,"XLI",-3.92,-7.29,-2.99,-11.59
6/13/2025 0:00:00,"XLI",-5.13,-7.29,-2.99,-11.59
6/16/2025 0:00:00,"XLI",-4.15,-7.29,-2.99,-11.59
6/17/2025 0:00:00,"XLI",-5.23,-7.29,-2.99,-11.59
6/18/2025 0:00:00,"XLI",-5.57,-7.29,-2.99,-11.59
6/20/2025 0:00:00,"XLI",-5.41,-7.29,-2.99,-11.59
6/23/2025 0:00:00,"XLI",-3.92,-7.29,-2.99,-11.59
6/24/2025 0:00:00,"XLI",-2.72,-7.29,-2.99,-11.59
6/25/2025 0:00:00,"XLI",-4.00,-7.29,-2.99,-11.59
6/26/2025 0:00:00,"XLI",-2.44,-7.29,-2.99,-11.59
6/27/2025 0:00:00,"XLI",-0.99,-7.29,-2.99,-11.59
6/30/2025 0:00:00,"XLI",-0.26,-7.29,-2.99,-11.59
7/1/2025 0:00:00,"XLI",-6.17,-7.29,-2.99,-11.59
7/2/2025 0:00:00,"XLI",-6.02,-7.29,-2.99,-11.59
7/3/2025 0:00:00,"XLI",-4.76,-7.29,-2.99,-11.59
7/7/2025 0:00:00,"XLI",-5.28,-7.29,-2.99,-11.59
7/8/2025 0:00:00,"XLI",-5.32,-7.29,-2.99,-11.59
7/9/2025 0:00:00,"XLI",-4.28,-7.29,-2.99,-11.59
7/10/2025 0:00:00,"XLI",-3.44,-7.29,-2.99,-11.59
7/11/2025 0:00:00,"XLI",-3.98,-7.29,-2.99,-11.59
7/14/2025 0:00:00,"XLI",-3.17,-7.29,-2.99,-11.59
7/15/2025 0:00:00,"XLI",-4.30,-7.29,-2.99,-11.59
7/16/2025 0:00:00,"XLI",-3.77,-7.29,-2.99,-11.59
7/17/2025 0:00:00,"XLI",-2.38,-7.29,-2.99,-11.59
7/18/2025 0:00:00,"XLI",-2.72,-7.29,-2.99,-11.59
7/21/2025 0:00:00,"XLI",-3.52,-7.29,-2.99,-11.59
7/22/2025 0:00:00,"XLI",-3.16,-7.29,-2.99,-11.59
7/23/2025 0:00:00,"XLI",-0.45,-7.29,-2.99,-11.59
7/24/2025 0:00:00,"XLI",-0.71,-7.29,-2.99,-11.59
7/25/2025 0:00:00,"XLI",0.81,-7.29,-2.99,-11.59
7/28/2025 0:00:00,"XLI",0.33,-7.29,-2.99,-11.59
7/29/2025 0:00:00,"XLI",-1.43,-7.29,-2.99,-11.59
7/30/2025 0:00:00,"XLI",-2.18,-7.29,-2.99,-11.59
7/31/2025 0:00:00,"XLI",-2.17,-7.29,-2.99,-11.59
8/1/2025 0:00:00,"XLI",-7.40,-7.29,-2.99,-11.59
8/4/2025 0:00:00,"XLI",-6.02,-7.29,-2.99,-11.59
8/5/2025 0:00:00,"XLI",-6.33,-7.29,-2.99,-11.59
8/6/2025 0:00:00,"XLI",-6.21,-7.29,-2.99,-11.59
8/7/2025 0:00:00,"XLI",-6.43,-7.29,-2.99,-11.59
8/8/2025 0:00:00,"XLI",-6.31,-7.29,-2.99,-11.59
8/11/2025 0:00:00,"XLI",-6.80,-7.29,-2.99,-11.59
8/12/2025 0:00:00,"XLI",-5.24,-7.29,-2.99,-11.59
8/13/2025 0:00:00,"XLI",-4.66,-7.29,-2.99,-11.59
8/14/2025 0:00:00,"XLI",-6.01,-7.29,-2.99,-11.59
8/15/2025 0:00:00,"XLI",-6.70,-7.29,-2.99,-11.59
8/18/2025 0:00:00,"XLI",-6.11,-7.29,-2.99,-11.59
8/19/2025 0:00:00,"XLI",-5.78,-7.29,-2.99,-11.59
8/20/2025 0:00:00,"XLI",-5.92,-7.29,-2.99,-11.59
8/21/2025 0:00:00,"XLI",-6.46,-7.29,-2.99,-11.59
8/22/2025 0:00:00,"XLI",-4.00,-7.29,-2.99,-11.59
8/25/2025 0:00:00,"XLI",-5.53,-7.29,-2.99,-11.59
8/26/2025 0:00:00,"XLI",-3.97,-7.29,-2.99,-11.59
8/27/2025 0:00:00,"XLI",-3.99,-7.29,-2.99,-11.59
8/28/2025 0:00:00,"XLI",-3.72,-7.29,-2.99,-11.59
8/29/2025 0:00:00,"XLI",-5.13,-7.29,-2.99,-11.59
8/1/2024 0:00:00,"XLP",-2.75,-3.01,-1.47,-4.55
8/2/2024 0:00:00,"XLP",-2.06,-3.01,-1.47,-4.55
8/5/2024 0:00:00,"XLP",-3.62,-3.01,-1.47,-4.55
8/6/2024 0:00:00,"XLP",-3.08,-3.01,-1.47,-4.55
8/7/2024 0:00:00,"XLP",-3.00,-3.01,-1.47,-4.55
8/8/2024 0:00:00,"XLP",-2.29,-3.01,-1.47,-4.55
8/9/2024 0:00:00,"XLP",-2.17,-3.01,-1.47,-4.55
8/12/2024 0:00:00,"XLP",-2.57,-3.01,-1.47,-4.55
8/13/2024 0:00:00,"XLP",-2.21,-3.01,-1.47,-4.55
8/14/2024 0:00:00,"XLP",-1.85,-3.01,-1.47,-4.55
8/15/2024 0:00:00,"XLP",-1.03,-3.01,-1.47,-4.55
8/16/2024 0:00:00,"XLP",-0.81,-3.01,-1.47,-4.55
8/19/2024 0:00:00,"XLP",-0.54,-3.01,-1.47,-4.55
8/20/2024 0:00:00,"XLP",-0.14,-3.01,-1.47,-4.55
8/21/2024 0:00:00,"XLP",0.41,-3.01,-1.47,-4.55
8/22/2024 0:00:00,"XLP",0.29,-3.01,-1.47,-4.55
8/23/2024 0:00:00,"XLP",0.52,-3.01,-1.47,-4.55
8/26/2024 0:00:00,"XLP",1.10,-3.01,-1.47,-4.55
8/27/2024 0:00:00,"XLP",1.30,-3.01,-1.47,-4.55
8/28/2024 0:00:00,"XLP",0.95,-3.01,-1.47,-4.55
8/29/2024 0:00:00,"XLP",0.54,-3.01,-1.47,-4.55
8/30/2024 0:00:00,"XLP",1.19,-3.01,-1.47,-4.55
9/3/2024 0:00:00,"XLP",-2.27,-3.01,-1.47,-4.55
9/4/2024 0:00:00,"XLP",-1.88,-3.01,-1.47,-4.55
9/5/2024 0:00:00,"XLP",-2.20,-3.01,-1.47,-4.55
9/6/2024 0:00:00,"XLP",-2.37,-3.01,-1.47,-4.55
9/9/2024 0:00:00,"XLP",-1.73,-3.01,-1.47,-4.55
9/10/2024 0:00:00,"XLP",-1.75,-3.01,-1.47,-4.55
9/11/2024 0:00:00,"XLP",-2.53,-3.01,-1.47,-4.55
9/12/2024 0:00:00,"XLP",-2.02,-3.01,-1.47,-4.55
9/13/2024 0:00:00,"XLP",-1.43,-3.01,-1.47,-4.55
9/16/2024 0:00:00,"XLP",-1.10,-3.01,-1.47,-4.55
9/17/2024 0:00:00,"XLP",-1.90,-3.01,-1.47,-4.55
9/18/2024 0:00:00,"XLP",-2.22,-3.01,-1.47,-4.55
9/19/2024 0:00:00,"XLP",-2.71,-3.01,-1.47,-4.55
9/20/2024 0:00:00,"XLP",-2.31,-3.01,-1.47,-4.55
9/23/2024 0:00:00,"XLP",-2.27,-3.01,-1.47,-4.55
9/24/2024 0:00:00,"XLP",-2.47,-3.01,-1.47,-4.55
9/25/2024 0:00:00,"XLP",-2.68,-3.01,-1.47,-4.55
9/26/2024 0:00:00,"XLP",-2.49,-3.01,-1.47,-4.55
9/27/2024 0:00:00,"XLP",-2.34,-3.01,-1.47,-4.55
9/30/2024 0:00:00,"XLP",-2.36,-3.01,-1.47,-4.55
10/1/2024 0:00:00,"XLP",-2.79,-3.01,-1.47,-4.55
10/2/2024 0:00:00,"XLP",-3.49,-3.01,-1.47,-4.55
10/3/2024 0:00:00,"XLP",-4.31,-3.01,-1.47,-4.55
10/4/2024 0:00:00,"XLP",-4.04,-3.01,-1.47,-4.55
10/7/2024 0:00:00,"XLP",-4.85,-3.01,-1.47,-4.55
10/8/2024 0:00:00,"XLP",-4.45,-3.01,-1.47,-4.55
10/9/2024 0:00:00,"XLP",-3.96,-3.01,-1.47,-4.55
10/10/2024 0:00:00,"XLP",-4.32,-3.01,-1.47,-4.55
10/11/2024 0:00:00,"XLP",-3.87,-3.01,-1.47,-4.55
10/14/2024 0:00:00,"XLP",-3.54,-3.01,-1.47,-4.55
10/15/2024 0:00:00,"XLP",-3.02,-3.01,-1.47,-4.55
10/16/2024 0:00:00,"XLP",-3.08,-3.01,-1.47,-4.55
10/17/2024 0:00:00,"XLP",-3.45,-3.01,-1.47,-4.55
10/18/2024 0:00:00,"XLP",-3.27,-3.01,-1.47,-4.55
10/21/2024 0:00:00,"XLP",-3.96,-3.01,-1.47,-4.55
10/22/2024 0:00:00,"XLP",-3.50,-3.01,-1.47,-4.55
10/23/2024 0:00:00,"XLP",-3.66,-3.01,-1.47,-4.55
10/24/2024 0:00:00,"XLP",-3.77,-3.01,-1.47,-4.55
10/25/2024 0:00:00,"XLP",-4.45,-3.01,-1.47,-4.55
10/28/2024 0:00:00,"XLP",-4.30,-3.01,-1.47,-4.55
10/29/2024 0:00:00,"XLP",-5.10,-3.01,-1.47,-4.55
10/30/2024 0:00:00,"XLP",-5.23,-3.01,-1.47,-4.55
10/31/2024 0:00:00,"XLP",-5.39,-3.01,-1.47,-4.55
11/1/2024 0:00:00,"XLP",-4.34,-3.01,-1.47,-4.55
11/4/2024 0:00:00,"XLP",-4.12,-3.01,-1.47,-4.55
11/5/2024 0:00:00,"XLP",-3.61,-3.01,-1.47,-4.55
11/6/2024 0:00:00,"XLP",-4.93,-3.01,-1.47,-4.55
11/7/2024 0:00:00,"XLP",-4.64,-3.01,-1.47,-4.55
11/8/2024 0:00:00,"XLP",-3.67,-3.01,-1.47,-4.55
11/11/2024 0:00:00,"XLP",-3.95,-3.01,-1.47,-4.55
11/12/2024 0:00:00,"XLP",-3.86,-3.01,-1.47,-4.55
11/13/2024 0:00:00,"XLP",-3.62,-3.01,-1.47,-4.55
11/14/2024 0:00:00,"XLP",-3.82,-3.01,-1.47,-4.55
11/15/2024 0:00:00,"XLP",-4.53,-3.01,-1.47,-4.55
11/18/2024 0:00:00,"XLP",-3.97,-3.01,-1.47,-4.55
11/19/2024 0:00:00,"XLP",-3.86,-3.01,-1.47,-4.55
11/20/2024 0:00:00,"XLP",-4.27,-3.01,-1.47,-4.55
11/21/2024 0:00:00,"XLP",-3.40,-3.01,-1.47,-4.55
11/22/2024 0:00:00,"XLP",-2.65,-3.01,-1.47,-4.55
11/25/2024 0:00:00,"XLP",-2.20,-3.01,-1.47,-4.55
11/26/2024 0:00:00,"XLP",-1.86,-3.01,-1.47,-4.55
11/27/2024 0:00:00,"XLP",-1.69,-3.01,-1.47,-4.55
11/29/2024 0:00:00,"XLP",-1.27,-3.01,-1.47,-4.55
12/2/2024 0:00:00,"XLP",-1.23,-3.01,-1.47,-4.55
12/3/2024 0:00:00,"XLP",-1.66,-3.01,-1.47,-4.55
12/4/2024 0:00:00,"XLP",-1.89,-3.01,-1.47,-4.55
12/5/2024 0:00:00,"XLP",-1.56,-3.01,-1.47,-4.55
12/6/2024 0:00:00,"XLP",-1.97,-3.01,-1.47,-4.55
12/9/2024 0:00:00,"XLP",-2.10,-3.01,-1.47,-4.55
12/10/2024 0:00:00,"XLP",-1.71,-3.01,-1.47,-4.55
12/11/2024 0:00:00,"XLP",-2.34,-3.01,-1.47,-4.55
12/12/2024 0:00:00,"XLP",-2.10,-3.01,-1.47,-4.55
12/13/2024 0:00:00,"XLP",-2.31,-3.01,-1.47,-4.55
12/16/2024 0:00:00,"XLP",-2.74,-3.01,-1.47,-4.55
12/17/2024 0:00:00,"XLP",-2.88,-3.01,-1.47,-4.55
12/18/2024 0:00:00,"XLP",-4.12,-3.01,-1.47,-4.55
12/19/2024 0:00:00,"XLP",-4.69,-3.01,-1.47,-4.55
12/20/2024 0:00:00,"XLP",-4.41,-3.01,-1.47,-4.55
12/23/2024 0:00:00,"XLP",-5.43,-3.01,-1.47,-4.55
12/24/2024 0:00:00,"XLP",-4.91,-3.01,-1.47,-4.55
12/26/2024 0:00:00,"XLP",-4.66,-3.01,-1.47,-4.55
12/27/2024 0:00:00,"XLP",-5.05,-3.01,-1.47,-4.55
12/30/2024 0:00:00,"XLP",-5.98,-3.01,-1.47,-4.55
12/31/2024 0:00:00,"XLP",-5.74,-3.01,-1.47,-4.55
1/2/2025 0:00:00,"XLP",-2.56,-3.01,-1.47,-4.55
1/3/2025 0:00:00,"XLP",-2.60,-3.01,-1.47,-4.55
1/6/2025 0:00:00,"XLP",-3.42,-3.01,-1.47,-4.55
1/7/2025 0:00:00,"XLP",-3.69,-3.01,-1.47,-4.55
1/8/2025 0:00:00,"XLP",-3.55,-3.01,-1.47,-4.55
1/10/2025 0:00:00,"XLP",-4.59,-3.01,-1.47,-4.55
1/13/2025 0:00:00,"XLP",-4.46,-3.01,-1.47,-4.55
1/14/2025 0:00:00,"XLP",-4.44,-3.01,-1.47,-4.55
1/15/2025 0:00:00,"XLP",-4.70,-3.01,-1.47,-4.55
1/16/2025 0:00:00,"XLP",-4.13,-3.01,-1.47,-4.55
1/17/2025 0:00:00,"XLP",-3.69,-3.01,-1.47,-4.55
1/21/2025 0:00:00,"XLP",-3.33,-3.01,-1.47,-4.55
1/22/2025 0:00:00,"XLP",-3.71,-3.01,-1.47,-4.55
1/23/2025 0:00:00,"XLP",-3.43,-3.01,-1.47,-4.55
1/24/2025 0:00:00,"XLP",-3.03,-3.01,-1.47,-4.55
1/27/2025 0:00:00,"XLP",-0.92,-3.01,-1.47,-4.55
1/28/2025 0:00:00,"XLP",-2.17,-3.01,-1.47,-4.55
1/29/2025 0:00:00,"XLP",-1.98,-3.01,-1.47,-4.55
1/30/2025 0:00:00,"XLP",-1.20,-3.01,-1.47,-4.55
1/31/2025 0:00:00,"XLP",-1.95,-3.01,-1.47,-4.55
2/3/2025 0:00:00,"XLP",-4.15,-3.01,-1.47,-4.55
2/4/2025 0:00:00,"XLP",-4.82,-3.01,-1.47,-4.55
2/5/2025 0:00:00,"XLP",-4.33,-3.01,-1.47,-4.55
2/6/2025 0:00:00,"XLP",-3.97,-3.01,-1.47,-4.55
2/7/2025 0:00:00,"XLP",-4.09,-3.01,-1.47,-4.55
2/10/2025 0:00:00,"XLP",-3.60,-3.01,-1.47,-4.55
2/11/2025 0:00:00,"XLP",-2.83,-3.01,-1.47,-4.55
2/12/2025 0:00:00,"XLP",-2.89,-3.01,-1.47,-4.55
2/13/2025 0:00:00,"XLP",-2.02,-3.01,-1.47,-4.55
2/14/2025 0:00:00,"XLP",-2.83,-3.01,-1.47,-4.55
2/18/2025 0:00:00,"XLP",-2.54,-3.01,-1.47,-4.55
2/19/2025 0:00:00,"XLP",-1.89,-3.01,-1.47,-4.55
2/20/2025 0:00:00,"XLP",-2.21,-3.01,-1.47,-4.55
2/21/2025 0:00:00,"XLP",-1.26,-3.01,-1.47,-4.55
2/24/2025 0:00:00,"XLP",-1.01,-3.01,-1.47,-4.55
2/25/2025 0:00:00,"XLP",0.16,-3.01,-1.47,-4.55
2/26/2025 0:00:00,"XLP",-1.44,-3.01,-1.47,-4.55
2/27/2025 0:00:00,"XLP",-1.45,-3.01,-1.47,-4.55
2/28/2025 0:00:00,"XLP",-0.36,-3.01,-1.47,-4.55
3/3/2025 0:00:00,"XLP",-1.41,-3.01,-1.47,-4.55
3/4/2025 0:00:00,"XLP",-2.83,-3.01,-1.47,-4.55
3/5/2025 0:00:00,"XLP",-2.49,-3.01,-1.47,-4.55
3/6/2025 0:00:00,"XLP",-2.34,-3.01,-1.47,-4.55
3/7/2025 0:00:00,"XLP",-2.07,-3.01,-1.47,-4.55
3/10/2025 0:00:00,"XLP",-2.25,-3.01,-1.47,-4.55
3/11/2025 0:00:00,"XLP",-3.46,-3.01,-1.47,-4.55
3/12/2025 0:00:00,"XLP",-5.23,-3.01,-1.47,-4.55
3/13/2025 0:00:00,"XLP",-5.60,-3.01,-1.47,-4.55
3/14/2025 0:00:00,"XLP",-5.42,-3.01,-1.47,-4.55
3/17/2025 0:00:00,"XLP",-4.26,-3.01,-1.47,-4.55
3/18/2025 0:00:00,"XLP",-5.18,-3.01,-1.47,-4.55
3/19/2025 0:00:00,"XLP",-5.18,-3.01,-1.47,-4.55
3/20/2025 0:00:00,"XLP",-5.57,-3.01,-1.47,-4.55
3/21/2025 0:00:00,"XLP",-5.60,-3.01,-1.47,-4.55
3/24/2025 0:00:00,"XLP",-5.53,-3.01,-1.47,-4.55
3/25/2025 0:00:00,"XLP",-6.25,-3.01,-1.47,-4.55
3/26/2025 0:00:00,"XLP",-5.03,-3.01,-1.47,-4.55
3/27/2025 0:00:00,"XLP",-4.12,-3.01,-1.47,-4.55
3/28/2025 0:00:00,"XLP",-4.52,-3.01,-1.47,-4.55
3/31/2025 0:00:00,"XLP",-3.26,-3.01,-1.47,-4.55
4/1/2025 0:00:00,"XLP",-4.03,-3.01,-1.47,-4.55
4/2/2025 0:00:00,"XLP",-4.27,-3.01,-1.47,-4.55
4/3/2025 0:00:00,"XLP",-3.80,-3.01,-1.47,-4.55
4/4/2025 0:00:00,"XLP",-7.36,-3.01,-1.47,-4.55
4/7/2025 0:00:00,"XLP",-8.27,-3.01,-1.47,-4.55
4/8/2025 0:00:00,"XLP",-9.47,-3.01,-1.47,-4.55
4/9/2025 0:00:00,"XLP",-6.51,-3.01,-1.47,-4.55
4/10/2025 0:00:00,"XLP",-6.47,-3.01,-1.47,-4.55
4/11/2025 0:00:00,"XLP",-5.47,-3.01,-1.47,-4.55
4/14/2025 0:00:00,"XLP",-4.10,-3.01,-1.47,-4.55
4/15/2025 0:00:00,"XLP",-4.79,-3.01,-1.47,-4.55
4/16/2025 0:00:00,"XLP",-5.66,-3.01,-1.47,-4.55
4/17/2025 0:00:00,"XLP",-3.95,-3.01,-1.47,-4.55
4/21/2025 0:00:00,"XLP",-4.73,-3.01,-1.47,-4.55
4/22/2025 0:00:00,"XLP",-3.58,-3.01,-1.47,-4.55
4/23/2025 0:00:00,"XLP",-4.05,-3.01,-1.47,-4.55
4/24/2025 0:00:00,"XLP",-4.77,-3.01,-1.47,-4.55
4/25/2025 0:00:00,"XLP",-4.98,-3.01,-1.47,-4.55
4/28/2025 0:00:00,"XLP",-5.25,-3.01,-1.47,-4.55
4/29/2025 0:00:00,"XLP",-4.58,-3.01,-1.47,-4.55
4/30/2025 0:00:00,"XLP",-3.99,-3.01,-1.47,-4.55
5/1/2025 0:00:00,"XLP",-2.99,-3.01,-1.47,-4.55
5/2/2025 0:00:00,"XLP",-2.55,-3.01,-1.47,-4.55
5/5/2025 0:00:00,"XLP",-2.62,-3.01,-1.47,-4.55
5/6/2025 0:00:00,"XLP",-2.76,-3.01,-1.47,-4.55
5/7/2025 0:00:00,"XLP",-2.63,-3.01,-1.47,-4.55
5/8/2025 0:00:00,"XLP",-2.73,-3.01,-1.47,-4.55
5/9/2025 0:00:00,"XLP",-3.20,-3.01,-1.47,-4.55
5/12/2025 0:00:00,"XLP",-3.08,-3.01,-1.47,-4.55
5/13/2025 0:00:00,"XLP",-4.17,-3.01,-1.47,-4.55
5/14/2025 0:00:00,"XLP",-4.60,-3.01,-1.47,-4.55
5/15/2025 0:00:00,"XLP",-2.97,-3.01,-1.47,-4.55
5/16/2025 0:00:00,"XLP",-2.04,-3.01,-1.47,-4.55
5/19/2025 0:00:00,"XLP",-1.80,-3.01,-1.47,-4.55
5/20/2025 0:00:00,"XLP",-1.51,-3.01,-1.47,-4.55
5/21/2025 0:00:00,"XLP",-2.47,-3.01,-1.47,-4.55
5/22/2025 0:00:00,"XLP",-2.81,-3.01,-1.47,-4.55
5/23/2025 0:00:00,"XLP",-2.51,-3.01,-1.47,-4.55
5/27/2025 0:00:00,"XLP",-1.77,-3.01,-1.47,-4.55
5/28/2025 0:00:00,"XLP",-2.33,-3.01,-1.47,-4.55
5/29/2025 0:00:00,"XLP",-2.00,-3.01,-1.47,-4.55
5/30/2025 0:00:00,"XLP",-1.28,-3.01,-1.47,-4.55
6/2/2025 0:00:00,"XLP",-1.21,-3.01,-1.47,-4.55
6/3/2025 0:00:00,"XLP",-1.29,-3.01,-1.47,-4.55
6/4/2025 0:00:00,"XLP",-1.87,-3.01,-1.47,-4.55
6/5/2025 0:00:00,"XLP",-2.66,-3.01,-1.47,-4.55
6/6/2025 0:00:00,"XLP",-2.40,-3.01,-1.47,-4.55
6/9/2025 0:00:00,"XLP",-2.51,-3.01,-1.47,-4.55
6/10/2025 0:00:00,"XLP",-2.33,-3.01,-1.47,-4.55
6/11/2025 0:00:00,"XLP",-2.61,-3.01,-1.47,-4.55
6/12/2025 0:00:00,"XLP",-2.13,-3.01,-1.47,-4.55
6/13/2025 0:00:00,"XLP",-3.13,-3.01,-1.47,-4.55
6/16/2025 0:00:00,"XLP",-2.87,-3.01,-1.47,-4.55
6/17/2025 0:00:00,"XLP",-3.56,-3.01,-1.47,-4.55
6/18/2025 0:00:00,"XLP",-3.66,-3.01,-1.47,-4.55
6/20/2025 0:00:00,"XLP",-3.07,-3.01,-1.47,-4.55
6/23/2025 0:00:00,"XLP",-2.69,-3.01,-1.47,-4.55
6/24/2025 0:00:00,"XLP",-2.76,-3.01,-1.47,-4.55
6/25/2025 0:00:00,"XLP",-3.85,-3.01,-1.47,-4.55
6/26/2025 0:00:00,"XLP",-3.92,-3.01,-1.47,-4.55
6/27/2025 0:00:00,"XLP",-3.54,-3.01,-1.47,-4.55
6/30/2025 0:00:00,"XLP",-3.12,-3.01,-1.47,-4.55
7/1/2025 0:00:00,"XLP",-1.74,-3.01,-1.47,-4.55
7/2/2025 0:00:00,"XLP",-1.50,-3.01,-1.47,-4.55
7/3/2025 0:00:00,"XLP",-1.54,-3.01,-1.47,-4.55
7/7/2025 0:00:00,"XLP",-1.61,-3.01,-1.47,-4.55
7/8/2025 0:00:00,"XLP",-2.37,-3.01,-1.47,-4.55
7/9/2025 0:00:00,"XLP",-2.90,-3.01,-1.47,-4.55
7/10/2025 0:00:00,"XLP",-2.61,-3.01,-1.47,-4.55
7/11/2025 0:00:00,"XLP",-2.91,-3.01,-1.47,-4.55
7/14/2025 0:00:00,"XLP",-2.84,-3.01,-1.47,-4.55
7/15/2025 0:00:00,"XLP",-3.65,-3.01,-1.47,-4.55
7/16/2025 0:00:00,"XLP",-3.37,-3.01,-1.47,-4.55
7/17/2025 0:00:00,"XLP",-2.61,-3.01,-1.47,-4.55
7/18/2025 0:00:00,"XLP",-2.83,-3.01,-1.47,-4.55
7/21/2025 0:00:00,"XLP",-2.84,-3.01,-1.47,-4.55
7/22/2025 0:00:00,"XLP",-2.10,-3.01,-1.47,-4.55
7/23/2025 0:00:00,"XLP",-2.07,-3.01,-1.47,-4.55
7/24/2025 0:00:00,"XLP",-2.36,-3.01,-1.47,-4.55
7/25/2025 0:00:00,"XLP",-2.22,-3.01,-1.47,-4.55
7/28/2025 0:00:00,"XLP",-3.06,-3.01,-1.47,-4.55
7/29/2025 0:00:00,"XLP",-2.53,-3.01,-1.47,-4.55
7/30/2025 0:00:00,"XLP",-3.25,-3.01,-1.47,-4.55
7/31/2025 0:00:00,"XLP",-3.94,-3.01,-1.47,-4.55
8/1/2025 0:00:00,"XLP",-3.80,-3.01,-1.47,-4.55
8/4/2025 0:00:00,"XLP",-3.41,-3.01,-1.47,-4.55
8/5/2025 0:00:00,"XLP",-3.49,-3.01,-1.47,-4.55
8/6/2025 0:00:00,"XLP",-2.34,-3.01,-1.47,-4.55
8/7/2025 0:00:00,"XLP",-1.72,-3.01,-1.47,-4.55
8/8/2025 0:00:00,"XLP",-1.48,-3.01,-1.47,-4.55
8/11/2025 0:00:00,"XLP",-1.55,-3.01,-1.47,-4.55
8/12/2025 0:00:00,"XLP",-1.33,-3.01,-1.47,-4.55
8/13/2025 0:00:00,"XLP",-1.33,-3.01,-1.47,-4.55
8/14/2025 0:00:00,"XLP",-2.07,-3.01,-1.47,-4.55
8/15/2025 0:00:00,"XLP",-1.94,-3.01,-1.47,-4.55
8/18/2025 0:00:00,"XLP",-2.05,-3.01,-1.47,-4.55
8/19/2025 0:00:00,"XLP",-1.21,-3.01,-1.47,-4.55
8/20/2025 0:00:00,"XLP",-0.74,-3.01,-1.47,-4.55
8/21/2025 0:00:00,"XLP",-1.49,-3.01,-1.47,-4.55
8/22/2025 0:00:00,"XLP",-1.49,-3.01,-1.47,-4.55
8/25/2025 0:00:00,"XLP",-2.90,-3.01,-1.47,-4.55
8/26/2025 0:00:00,"XLP",-3.43,-3.01,-1.47,-4.55
8/27/2025 0:00:00,"XLP",-3.19,-3.01,-1.47,-4.55
8/28/2025 0:00:00,"XLP",-3.70,-3.01,-1.47,-4.55
8/29/2025 0:00:00,"XLP",-3.18,-3.01,-1.47,-4.55
8/1/2024 0:00:00,"XLU",-0.37,-3.14,-1.15,-5.13
8/2/2024 0:00:00,"XLU",-0.25,-3.14,-1.15,-5.13
8/5/2024 0:00:00,"XLU",-2.21,-3.14,-1.15,-5.13
8/6/2024 0:00:00,"XLU",-1.60,-3.14,-1.15,-5.13
8/7/2024 0:00:00,"XLU",-1.19,-3.14,-1.15,-5.13
8/8/2024 0:00:00,"XLU",-1.11,-3.14,-1.15,-5.13
8/9/2024 0:00:00,"XLU",-0.86,-3.14,-1.15,-5.13
8/12/2024 0:00:00,"XLU",-0.73,-3.14,-1.15,-5.13
8/13/2024 0:00:00,"XLU",-0.30,-3.14,-1.15,-5.13
8/14/2024 0:00:00,"XLU",-0.35,-3.14,-1.15,-5.13
8/15/2024 0:00:00,"XLU",-0.36,-3.14,-1.15,-5.13
8/16/2024 0:00:00,"XLU",-0.03,-3.14,-1.15,-5.13
8/19/2024 0:00:00,"XLU",0.46,-3.14,-1.15,-5.13
8/20/2024 0:00:00,"XLU",0.30,-3.14,-1.15,-5.13
8/21/2024 0:00:00,"XLU",0.83,-3.14,-1.15,-5.13
8/22/2024 0:00:00,"XLU",0.74,-3.14,-1.15,-5.13
8/23/2024 0:00:00,"XLU",0.95,-3.14,-1.15,-5.13
8/26/2024 0:00:00,"XLU",1.44,-3.14,-1.15,-5.13
8/27/2024 0:00:00,"XLU",0.84,-3.14,-1.15,-5.13
8/28/2024 0:00:00,"XLU",0.84,-3.14,-1.15,-5.13
8/29/2024 0:00:00,"XLU",1.25,-3.14,-1.15,-5.13
8/30/2024 0:00:00,"XLU",1.82,-3.14,-1.15,-5.13
9/3/2024 0:00:00,"XLU",-2.84,-3.14,-1.15,-5.13
9/4/2024 0:00:00,"XLU",-2.19,-3.14,-1.15,-5.13
9/5/2024 0:00:00,"XLU",-2.38,-3.14,-1.15,-5.13
9/6/2024 0:00:00,"XLU",-3.11,-3.14,-1.15,-5.13
9/9/2024 0:00:00,"XLU",-2.34,-3.14,-1.15,-5.13
9/10/2024 0:00:00,"XLU",-1.98,-3.14,-1.15,-5.13
9/11/2024 0:00:00,"XLU",-1.74,-3.14,-1.15,-5.13
9/12/2024 0:00:00,"XLU",-1.57,-3.14,-1.15,-5.13
9/13/2024 0:00:00,"XLU",-0.48,-3.14,-1.15,-5.13
