Date,Ticker,MT_Trend,mt_avg,mt_hi,mt_lo
2025-03-31,CMG,-0.0467,-0.02,0.0088,-0.0487
2025-04-07,CMG,-0.0453,-0.02,0.0088,-0.0487
2025-04-14,CMG,-0.0469,-0.02,0.0088,-0.0487
2025-04-21,CMG,-0.0418,-0.02,0.0088,-0.0487
2025-04-28,CMG,-0.0455,-0.02,0.0088,-0.0487
2025-05-05,CMG,-0.0478,-0.02,0.0088,-0.0487
2025-05-12,CMG,-0.046,-0.02,0.0088,-0.0487
2025-05-19,CMG,-0.0278,-0.02,0.0088,-0.0487
2025-05-27,CMG,-0.0232,-0.02,0.0088,-0.0487
2025-06-02,CMG,-0.0117,-0.02,0.0088,-0.0487
2025-06-09,CMG,-0.0066,-0.02,0.0088,-0.0487
2025-06-16,CMG,-0.0052,-0.02,0.0088,-0.0487
2025-06-23,CMG,0.0056,-0.02,0.0088,-0.0487
2025-06-30,CMG,0.0236,-0.02,0.0088,-0.0487
2025-07-07,CMG,0.0384,-0.02,0.0088,-0.0487
2025-07-14,CMG,0.0276,-0.02,0.0088,-0.0487
2025-07-21,CMG,-0.0331,-0.02,0.0088,-0.0487
2025-07-28,CMG,-0.0319,-0.02,0.0088,-0.0487
2025-08-04,CMG,-0.0339,-0.02,0.0088,-0.0487
2025-08-11,CMG,-0.0382,-0.02,0.0088,-0.0487
2025-08-18,CMG,-0.0371,-0.02,0.0088,-0.0487
2025-08-25,CMG,-0.0353,-0.02,0.0088,-0.0487
2025-09-02,CMG,-0.0455,-0.02,0.0088,-0.0487
2024-07-29,CMI,0.0276,0.0077,0.0485,-0.033
2024-08-05,CMI,0.0233,0.0077,0.0485,-0.033
2024-08-12,CMI,0.021,0.0077,0.0485,-0.033
2024-08-19,CMI,0.0218,0.0077,0.0485,-0.033
2024-08-26,CMI,0.0301,0.0077,0.0485,-0.033
2024-09-03,CMI,0.0287,0.0077,0.0485,-0.033
2024-09-09,CMI,0.0272,0.0077,0.0485,-0.033
2024-09-16,CMI,0.0265,0.0077,0.0485,-0.033
2024-09-23,CMI,0.0385,0.0077,0.0485,-0.033
2024-09-30,CMI,0.0456,0.0077,0.0485,-0.033
2024-10-07,CMI,0.0491,0.0077,0.0485,-0.033
2024-10-14,CMI,0.0428,0.0077,0.0485,-0.033
2024-10-21,CMI,0.0414,0.0077,0.0485,-0.033
2024-10-28,CMI,0.0206,0.0077,0.0485,-0.033
2024-11-04,CMI,0.0424,0.0077,0.0485,-0.033
2024-11-11,CMI,0.0417,0.0077,0.0485,-0.033
2024-11-18,CMI,0.0428,0.0077,0.0485,-0.033
2024-11-25,CMI,0.0434,0.0077,0.0485,-0.033
2024-12-02,CMI,0.0525,0.0077,0.0485,-0.033
2024-12-09,CMI,0.0594,0.0077,0.0485,-0.033
2024-12-16,CMI,0.0404,0.0077,0.0485,-0.033
2024-12-23,CMI,0.0233,0.0077,0.0485,-0.033
2024-12-30,CMI,0.0179,0.0077,0.0485,-0.033
2025-01-06,CMI,0.018,0.0077,0.0485,-0.033
2025-01-13,CMI,0.0186,0.0077,0.0485,-0.033
2025-01-21,CMI,0.023,0.0077,0.0485,-0.033
2025-01-27,CMI,0.0176,0.0077,0.0485,-0.033
2025-02-03,CMI,-0.0037,0.0077,0.0485,-0.033
2025-02-10,CMI,-0.0014,0.0077,0.0485,-0.033
2025-02-18,CMI,0.0022,0.0077,0.0485,-0.033
2025-02-24,CMI,-0.0047,0.0077,0.0485,-0.033
2025-03-03,CMI,-0.0239,0.0077,0.0485,-0.033
2025-03-10,CMI,-0.0352,0.0077,0.0485,-0.033
2025-03-17,CMI,-0.0239,0.0077,0.0485,-0.033
2025-03-24,CMI,-0.0219,0.0077,0.0485,-0.033
2025-03-31,CMI,-0.0533,0.0077,0.0485,-0.033
2025-04-07,CMI,-0.0717,0.0077,0.0485,-0.033
2025-04-14,CMI,-0.0809,0.0077,0.0485,-0.033
2025-04-21,CMI,-0.0844,0.0077,0.0485,-0.033
2025-04-28,CMI,-0.0734,0.0077,0.0485,-0.033
2025-05-05,CMI,-0.0697,0.0077,0.0485,-0.033
2025-05-12,CMI,-0.0556,0.0077,0.0485,-0.033
2025-05-19,CMI,-0.0544,0.0077,0.0485,-0.033
2025-05-27,CMI,-0.0523,0.0077,0.0485,-0.033
2025-06-02,CMI,-0.0416,0.0077,0.0485,-0.033
2025-06-09,CMI,-0.0287,0.0077,0.0485,-0.033
2025-06-16,CMI,-0.0284,0.0077,0.0485,-0.033
2025-06-23,CMI,-0.0288,0.0077,0.0485,-0.033
2025-06-30,CMI,0.0089,0.0077,0.0485,-0.033
2025-07-07,CMI,0.0359,0.0077,0.0485,-0.033
2025-07-14,CMI,0.0369,0.0077,0.0485,-0.033
2025-07-21,CMI,0.0477,0.0077,0.0485,-0.033
2025-07-28,CMI,0.0473,0.0077,0.0485,-0.033
2025-08-04,CMI,0.0499,0.0077,0.0485,-0.033
2025-08-11,CMI,0.0463,0.0077,0.0485,-0.033
2025-08-18,CMI,0.044,0.0077,0.0485,-0.033
2025-08-25,CMI,0.043,0.0077,0.0485,-0.033
2025-09-02,CMI,0.0404,0.0077,0.0485,-0.033
2024-07-29,CMRE,0.0448,-0.0351,0.0109,-0.0812
2024-08-05,CMRE,0.0086,-0.0351,0.0109,-0.0812
2024-08-12,CMRE,-0.0123,-0.0351,0.0109,-0.0812
2024-08-19,CMRE,-0.0208,-0.0351,0.0109,-0.0812
2024-08-26,CMRE,-0.0324,-0.0351,0.0109,-0.0812
2024-09-03,CMRE,-0.0458,-0.0351,0.0109,-0.0812
2024-09-09,CMRE,-0.05,-0.0351,0.0109,-0.0812
2024-09-16,CMRE,-0.048,-0.0351,0.0109,-0.0812
2024-09-23,CMRE,-0.0309,-0.0351,0.0109,-0.0812
2024-09-30,CMRE,-0.0267,-0.0351,0.0109,-0.0812
2024-10-07,CMRE,-0.0238,-0.0351,0.0109,-0.0812
2024-10-14,CMRE,-0.0152,-0.0351,0.0109,-0.0812
2024-10-21,CMRE,-0.0087,-0.0351,0.0109,-0.0812
2024-10-28,CMRE,-0.0046,-0.0351,0.0109,-0.0812
2024-11-04,CMRE,0.0123,-0.0351,0.0109,-0.0812
2024-11-11,CMRE,0.0161,-0.0351,0.0109,-0.0812
2024-11-18,CMRE,0.0162,-0.0351,0.0109,-0.0812
2024-11-25,CMRE,0.0063,-0.0351,0.0109,-0.0812
2024-12-02,CMRE,0.0069,-0.0351,0.0109,-0.0812
2024-12-09,CMRE,0.0113,-0.0351,0.0109,-0.0812
2024-12-16,CMRE,-0.0043,-0.0351,0.0109,-0.0812
2024-12-23,CMRE,-0.0297,-0.0351,0.0109,-0.0812
2024-12-30,CMRE,-0.0252,-0.0351,0.0109,-0.0812
2025-01-06,CMRE,-0.0217,-0.0351,0.0109,-0.0812
2025-01-13,CMRE,-0.0181,-0.0351,0.0109,-0.0812
2025-01-21,CMRE,-0.0191,-0.0351,0.0109,-0.0812
2025-01-27,CMRE,-0.0226,-0.0351,0.0109,-0.0812
2025-02-03,CMRE,-0.0493,-0.0351,0.0109,-0.0812
2025-02-10,CMRE,-0.0562,-0.0351,0.0109,-0.0812
2025-02-18,CMRE,-0.0582,-0.0351,0.0109,-0.0812
2025-02-24,CMRE,-0.0529,-0.0351,0.0109,-0.0812
2025-03-03,CMRE,-0.0554,-0.0351,0.0109,-0.0812
2025-03-10,CMRE,-0.053,-0.0351,0.0109,-0.0812
2025-03-17,CMRE,-0.0428,-0.0351,0.0109,-0.0812
2025-03-24,CMRE,-0.0449,-0.0351,0.0109,-0.0812
2025-03-31,CMRE,-0.0789,-0.0351,0.0109,-0.0812
2025-04-07,CMRE,-0.0943,-0.0351,0.0109,-0.0812
2025-04-14,CMRE,-0.0979,-0.0351,0.0109,-0.0812
2025-04-21,CMRE,-0.0884,-0.0351,0.0109,-0.0812
2025-04-28,CMRE,-0.0726,-0.0351,0.0109,-0.0812
2025-05-05,CMRE,-0.118,-0.0351,0.0109,-0.0812
2025-05-12,CMRE,-0.1183,-0.0351,0.0109,-0.0812
2025-05-19,CMRE,-0.1175,-0.0351,0.0109,-0.0812
2025-05-27,CMRE,-0.1166,-0.0351,0.0109,-0.0812
2025-06-02,CMRE,-0.1009,-0.0351,0.0109,-0.0812
2025-06-09,CMRE,-0.0931,-0.0351,0.0109,-0.0812
2025-06-16,CMRE,-0.089,-0.0351,0.0109,-0.0812
2025-06-23,CMRE,-0.0862,-0.0351,0.0109,-0.0812
2025-06-30,CMRE,-0.0688,-0.0351,0.0109,-0.0812
2025-07-07,CMRE,-0.0494,-0.0351,0.0109,-0.0812
2025-07-14,CMRE,-0.0486,-0.0351,0.0109,-0.0812
2025-07-21,CMRE,-0.0459,-0.0351,0.0109,-0.0812
2025-07-28,CMRE,-0.046,-0.0351,0.0109,-0.0812
2025-08-04,CMRE,0.0488,-0.0351,0.0109,-0.0812
2025-08-11,CMRE,0.0514,-0.0351,0.0109,-0.0812
2025-08-18,CMRE,0.0573,-0.0351,0.0109,-0.0812
2025-08-25,CMRE,0.0595,-0.0351,0.0109,-0.0812
2025-09-02,CMRE,0.0554,-0.0351,0.0109,-0.0812
2024-07-29,CMS,0.0276,0.0075,0.0268,-0.0117
2024-08-05,CMS,0.0246,0.0075,0.0268,-0.0117
2024-08-12,CMS,0.0237,0.0075,0.0268,-0.0117
2024-08-19,CMS,0.0285,0.0075,0.0268,-0.0117
2024-08-26,CMS,0.034,0.0075,0.0268,-0.0117
2024-09-03,CMS,0.0369,0.0075,0.0268,-0.0117
2024-09-09,CMS,0.0412,0.0075,0.0268,-0.0117
2024-09-16,CMS,0.0463,0.0075,0.0268,-0.0117
2024-09-23,CMS,0.0502,0.0075,0.0268,-0.0117
2024-09-30,CMS,0.053,0.0075,0.0268,-0.0117
2024-10-07,CMS,0.0466,0.0075,0.0268,-0.0117
2024-10-14,CMS,0.0372,0.0075,0.0268,-0.0117
2024-10-21,CMS,0.0347,0.0075,0.0268,-0.0117
2024-10-28,CMS,0.0098,0.0075,0.0268,-0.0117
2024-11-04,CMS,0.0018,0.0075,0.0268,-0.0117
2024-11-11,CMS,0.0027,0.0075,0.0268,-0.0117
2024-11-18,CMS,0.0029,0.0075,0.0268,-0.0117
2024-11-25,CMS,0.006,0.0075,0.0268,-0.0117
2024-12-02,CMS,-0.0031,0.0075,0.0268,-0.0117
2024-12-09,CMS,-0.0057,0.0075,0.0268,-0.0117
2024-12-16,CMS,-0.0087,0.0075,0.0268,-0.0117
2024-12-23,CMS,-0.0107,0.0075,0.0268,-0.0117
2024-12-30,CMS,-0.0119,0.0075,0.0268,-0.0117
2025-01-06,CMS,-0.0121,0.0075,0.0268,-0.0117
2025-01-13,CMS,-0.0086,0.0075,0.0268,-0.0117
2025-01-21,CMS,-0.0074,0.0075,0.0268,-0.0117
2025-01-27,CMS,-0.0061,0.0075,0.0268,-0.0117
2025-02-03,CMS,-0.0004,0.0075,0.0268,-0.0117
2025-02-10,CMS,-0.0024,0.0075,0.0268,-0.0117
2025-02-18,CMS,0.0021,0.0075,0.0268,-0.0117
2025-02-24,CMS,0.0009,0.0075,0.0268,-0.0117
2025-03-03,CMS,0.0113,0.0075,0.0268,-0.0117
2025-03-10,CMS,0.0132,0.0075,0.0268,-0.0117
2025-03-17,CMS,0.0169,0.0075,0.0268,-0.0117
2025-03-24,CMS,0.0158,0.0075,0.0268,-0.0117
2025-03-31,CMS,0.0177,0.0075,0.0268,-0.0117
2025-04-07,CMS,0.0089,0.0075,0.0268,-0.0117
2025-04-14,CMS,0.0111,0.0075,0.0268,-0.0117
2025-04-21,CMS,0.0126,0.0075,0.0268,-0.0117
2025-04-28,CMS,0.0113,0.0075,0.0268,-0.0117
2025-05-05,CMS,0.013,0.0075,0.0268,-0.0117
2025-05-12,CMS,0.002,0.0075,0.0268,-0.0117
2025-05-19,CMS,-0.0062,0.0075,0.0268,-0.0117
2025-05-27,CMS,-0.0114,0.0075,0.0268,-0.0117
2025-06-02,CMS,-0.0185,0.0075,0.0268,-0.0117
2025-06-09,CMS,-0.0192,0.0075,0.0268,-0.0117
2025-06-16,CMS,-0.0189,0.0075,0.0268,-0.0117
2025-06-23,CMS,-0.0198,0.0075,0.0268,-0.0117
2025-06-30,CMS,-0.0246,0.0075,0.0268,-0.0117
2025-07-07,CMS,-0.0131,0.0075,0.0268,-0.0117
2025-07-14,CMS,-0.0081,0.0075,0.0268,-0.0117
2025-07-21,CMS,-0.0095,0.0075,0.0268,-0.0117
2025-07-28,CMS,-0.0042,0.0075,0.0268,-0.0117
2025-08-04,CMS,-0.0021,0.0075,0.0268,-0.0117
2025-08-11,CMS,0.0047,0.0075,0.0268,-0.0117
2025-08-18,CMS,0.0057,0.0075,0.0268,-0.0117
2025-08-25,CMS,0.0004,0.0075,0.0268,-0.0117
2025-09-02,CMS,0.0003,0.0075,0.0268,-0.0117
2024-07-29,CNC,-0.0062,-0.0448,0.0286,-0.1182
2024-08-05,CNC,-0.0107,-0.0448,0.0286,-0.1182
2024-08-12,CNC,-0.0132,-0.0448,0.0286,-0.1182
2024-08-19,CNC,-0.0095,-0.0448,0.0286,-0.1182
2024-08-26,CNC,0.0201,-0.0448,0.0286,-0.1182
2024-09-03,CNC,0.0028,-0.0448,0.0286,-0.1182
2024-09-09,CNC,-0.0015,-0.0448,0.0286,-0.1182
2024-09-16,CNC,0.0049,-0.0448,0.0286,-0.1182
2024-09-23,CNC,0.006,-0.0448,0.0286,-0.1182
2024-09-30,CNC,0.0012,-0.0448,0.0286,-0.1182
2024-10-07,CNC,-0.0005,-0.0448,0.0286,-0.1182
2024-10-14,CNC,-0.0331,-0.0448,0.0286,-0.1182
2024-10-21,CNC,-0.0648,-0.0448,0.0286,-0.1182
2024-10-28,CNC,-0.0822,-0.0448,0.0286,-0.1182
2024-11-04,CNC,-0.0849,-0.0448,0.0286,-0.1182
2024-11-11,CNC,-0.0926,-0.0448,0.0286,-0.1182
2024-11-18,CNC,-0.0989,-0.0448,0.0286,-0.1182
2024-11-25,CNC,-0.097,-0.0448,0.0286,-0.1182
2024-12-02,CNC,-0.0917,-0.0448,0.0286,-0.1182
2024-12-09,CNC,-0.0898,-0.0448,0.0286,-0.1182
2024-12-16,CNC,-0.0845,-0.0448,0.0286,-0.1182
2024-12-23,CNC,-0.0828,-0.0448,0.0286,-0.1182
2024-12-30,CNC,-0.073,-0.0448,0.0286,-0.1182
2025-01-06,CNC,-0.0615,-0.0448,0.0286,-0.1182
2025-01-13,CNC,-0.0264,-0.0448,0.0286,-0.1182
2025-01-21,CNC,0.0014,-0.0448,0.0286,-0.1182
2025-01-27,CNC,0.0051,-0.0448,0.0286,-0.1182
2025-02-03,CNC,-0.0126,-0.0448,0.0286,-0.1182
2025-02-10,CNC,-0.0019,-0.0448,0.0286,-0.1182
2025-02-18,CNC,0.0001,-0.0448,0.0286,-0.1182
2025-02-24,CNC,0.005,-0.0448,0.0286,-0.1182
2025-03-03,CNC,0.0117,-0.0448,0.0286,-0.1182
2025-03-10,CNC,0.0198,-0.0448,0.0286,-0.1182
2025-03-17,CNC,0.0165,-0.0448,0.0286,-0.1182
2025-03-24,CNC,0.0168,-0.0448,0.0286,-0.1182
2025-03-31,CNC,0.0292,-0.0448,0.0286,-0.1182
2025-04-07,CNC,0.0283,-0.0448,0.0286,-0.1182
2025-04-14,CNC,0.0223,-0.0448,0.0286,-0.1182
2025-04-21,CNC,0.0126,-0.0448,0.0286,-0.1182
2025-04-28,CNC,0.0045,-0.0448,0.0286,-0.1182
2025-05-05,CNC,0.026,-0.0448,0.0286,-0.1182
2025-05-12,CNC,0.0274,-0.0448,0.0286,-0.1182
2025-05-19,CNC,0.0196,-0.0448,0.0286,-0.1182
2025-05-27,CNC,0.0173,-0.0448,0.0286,-0.1182
2025-06-02,CNC,0.012,-0.0448,0.0286,-0.1182
2025-06-09,CNC,0.0093,-0.0448,0.0286,-0.1182
2025-06-16,CNC,0.0098,-0.0448,0.0286,-0.1182
2025-06-23,CNC,0.0056,-0.0448,0.0286,-0.1182
2025-06-30,CNC,-0.2182,-0.0448,0.0286,-0.1182
2025-07-07,CNC,-0.1556,-0.0448,0.0286,-0.1182
2025-07-14,CNC,-0.1667,-0.0448,0.0286,-0.1182
2025-07-21,CNC,-0.1771,-0.0448,0.0286,-0.1182
2025-07-28,CNC,-0.1838,-0.0448,0.0286,-0.1182
2025-08-04,CNC,-0.1978,-0.0448,0.0286,-0.1182
2025-08-11,CNC,-0.1966,-0.0448,0.0286,-0.1182
2025-08-18,CNC,-0.1803,-0.0448,0.0286,-0.1182
2025-08-25,CNC,-0.1719,-0.0448,0.0286,-0.1182
2025-09-02,CNC,-0.1634,-0.0448,0.0286,-0.1182
2024-07-29,CNP,-0.0199,0.0157,0.032,-0.0007
2024-08-05,CNP,-0.0134,0.0157,0.032,-0.0007
2024-08-12,CNP,-0.0159,0.0157,0.032,-0.0007
2024-08-19,CNP,-0.0167,0.0157,0.032,-0.0007
2024-08-26,CNP,-0.0158,0.0157,0.032,-0.0007
2024-09-03,CNP,-0.013,0.0157,0.032,-0.0007
2024-09-09,CNP,-0.0158,0.0157,0.032,-0.0007
2024-09-16,CNP,-0.0173,0.0157,0.032,-0.0007
2024-09-23,CNP,-0.0119,0.0157,0.032,-0.0007
2024-09-30,CNP,-0.0006,0.0157,0.032,-0.0007
2024-10-07,CNP,0.0082,0.0157,0.032,-0.0007
2024-10-14,CNP,0.0197,0.0157,0.032,-0.0007
2024-10-21,CNP,0.0199,0.0157,0.032,-0.0007
2024-10-28,CNP,0.0287,0.0157,0.032,-0.0007
2024-11-04,CNP,0.0253,0.0157,0.032,-0.0007
2024-11-11,CNP,0.0297,0.0157,0.032,-0.0007
2024-11-18,CNP,0.0377,0.0157,0.032,-0.0007
2024-11-25,CNP,0.0413,0.0157,0.032,-0.0007
2024-12-02,CNP,0.0376,0.0157,0.032,-0.0007
2024-12-09,CNP,0.0379,0.0157,0.032,-0.0007
2024-12-16,CNP,0.0366,0.0157,0.032,-0.0007
2024-12-23,CNP,0.0341,0.0157,0.032,-0.0007
2024-12-30,CNP,0.0191,0.0157,0.032,-0.0007
2025-01-06,CNP,0.0106,0.0157,0.032,-0.0007
2025-01-13,CNP,0.0106,0.0157,0.032,-0.0007
2025-01-21,CNP,0.0132,0.0157,0.032,-0.0007
2025-01-27,CNP,0.018,0.0157,0.032,-0.0007
2025-02-03,CNP,0.0248,0.0157,0.032,-0.0007
2025-02-10,CNP,0.0174,0.0157,0.032,-0.0007
2025-02-18,CNP,0.0145,0.0157,0.032,-0.0007
2025-02-24,CNP,0.011,0.0157,0.032,-0.0007
2025-03-03,CNP,0.0096,0.0157,0.032,-0.0007
2025-03-10,CNP,0.0156,0.0157,0.032,-0.0007
2025-03-17,CNP,0.0167,0.0157,0.032,-0.0007
2025-03-24,CNP,0.016,0.0157,0.032,-0.0007
2025-03-31,CNP,0.0214,0.0157,0.032,-0.0007
2025-04-07,CNP,0.0269,0.0157,0.032,-0.0007
2025-04-14,CNP,0.0292,0.0157,0.032,-0.0007
2025-04-21,CNP,0.0323,0.0157,0.032,-0.0007
2025-04-28,CNP,0.0338,0.0157,0.032,-0.0007
2025-05-05,CNP,0.0336,0.0157,0.032,-0.0007
2025-05-12,CNP,0.0367,0.0157,0.032,-0.0007
2025-05-19,CNP,0.0328,0.0157,0.032,-0.0007
2025-05-27,CNP,0.0318,0.0157,0.032,-0.0007
2025-06-02,CNP,0.0309,0.0157,0.032,-0.0007
2025-06-09,CNP,0.0242,0.0157,0.032,-0.0007
2025-06-16,CNP,0.0197,0.0157,0.032,-0.0007
2025-06-23,CNP,0.0181,0.0157,0.032,-0.0007
2025-06-30,CNP,0.0116,0.0157,0.032,-0.0007
2025-07-07,CNP,0.0121,0.0157,0.032,-0.0007
2025-07-14,CNP,0.0142,0.0157,0.032,-0.0007
2025-07-21,CNP,0.0165,0.0157,0.032,-0.0007
2025-07-28,CNP,0.0185,0.0157,0.032,-0.0007
2025-08-04,CNP,0.0147,0.0157,0.032,-0.0007
2025-08-11,CNP,0.01,0.0157,0.032,-0.0007
2025-08-18,CNP,0.0059,0.0157,0.032,-0.0007
2025-08-25,CNP,0.0035,0.0157,0.032,-0.0007
2025-09-02,CNP,-0.0001,0.0157,0.032,-0.0007
2024-07-29,CNR,0.0364,-0.0397,0.03,-0.1095
2024-08-05,CNR,0.015,-0.0397,0.03,-0.1095
2024-08-12,CNR,0.0112,-0.0397,0.03,-0.1095
2024-08-19,CNR,0.0065,-0.0397,0.03,-0.1095
2024-08-26,CNR,-0.0032,-0.0397,0.03,-0.1095
2024-09-03,CNR,-0.0154,-0.0397,0.03,-0.1095
2024-09-09,CNR,-0.0184,-0.0397,0.03,-0.1095
2024-09-16,CNR,-0.0179,-0.0397,0.03,-0.1095
2024-09-23,CNR,-0.0051,-0.0397,0.03,-0.1095
2024-09-30,CNR,-0.0095,-0.0397,0.03,-0.1095
2024-10-07,CNR,-0.0016,-0.0397,0.03,-0.1095
2024-10-14,CNR,-0.0002,-0.0397,0.03,-0.1095
2024-10-21,CNR,0.0093,-0.0397,0.03,-0.1095
2024-10-28,CNR,0.0215,-0.0397,0.03,-0.1095
2024-11-04,CNR,0.0815,-0.0397,0.03,-0.1095
2024-11-11,CNR,0.0684,-0.0397,0.03,-0.1095
2024-11-18,CNR,0.0679,-0.0397,0.03,-0.1095
2024-11-25,CNR,0.0685,-0.0397,0.03,-0.1095
2024-12-02,CNR,0.0481,-0.0397,0.03,-0.1095
2024-12-09,CNR,0.042,-0.0397,0.03,-0.1095
2024-12-16,CNR,0.0208,-0.0397,0.03,-0.1095
2024-12-23,CNR,0.003,-0.0397,0.03,-0.1095
2024-12-30,CNR,-0.0038,-0.0397,0.03,-0.1095
2025-01-06,CNR,-0.0098,-0.0397,0.03,-0.1095
2025-01-13,CNR,-0.0263,-0.0397,0.03,-0.1095
2025-01-21,CNR,-0.0291,-0.0397,0.03,-0.1095
2025-01-27,CNR,-0.042,-0.0397,0.03,-0.1095
2025-02-03,CNR,-0.0938,-0.0397,0.03,-0.1095
2025-02-10,CNR,-0.105,-0.0397,0.03,-0.1095
2025-02-18,CNR,-0.1172,-0.0397,0.03,-0.1095
2025-02-24,CNR,-0.1285,-0.0397,0.03,-0.1095
2025-03-03,CNR,-0.1304,-0.0397,0.03,-0.1095
2025-03-10,CNR,-0.115,-0.0397,0.03,-0.1095
2025-03-17,CNR,-0.1104,-0.0397,0.03,-0.1095
2025-03-24,CNR,-0.1069,-0.0397,0.03,-0.1095
2025-03-31,CNR,-0.1366,-0.0397,0.03,-0.1095
2025-04-07,CNR,-0.1539,-0.0397,0.03,-0.1095
2025-04-14,CNR,-0.1638,-0.0397,0.03,-0.1095
2025-04-21,CNR,-0.1549,-0.0397,0.03,-0.1095
2025-04-28,CNR,-0.1472,-0.0397,0.03,-0.1095
2025-05-05,CNR,-0.1449,-0.0397,0.03,-0.1095
2025-05-12,CNR,-0.1351,-0.0397,0.03,-0.1095
2025-05-19,CNR,-0.1253,-0.0397,0.03,-0.1095
2025-05-27,CNR,-0.1165,-0.0397,0.03,-0.1095
2025-06-02,CNR,-0.1121,-0.0397,0.03,-0.1095
2025-06-09,CNR,-0.1046,-0.0397,0.03,-0.1095
2025-06-16,CNR,-0.0922,-0.0397,0.03,-0.1095
2025-06-23,CNR,-0.0974,-0.0397,0.03,-0.1095
2025-06-30,CNR,-0.065,-0.0397,0.03,-0.1095
2025-07-07,CNR,-0.0407,-0.0397,0.03,-0.1095
2025-07-14,CNR,-0.0101,-0.0397,0.03,-0.1095
2025-07-21,CNR,0.0117,-0.0397,0.03,-0.1095
2025-07-28,CNR,0.0057,-0.0397,0.03,-0.1095
2025-08-04,CNR,0.0233,-0.0397,0.03,-0.1095
2025-08-11,CNR,0.022,-0.0397,0.03,-0.1095
2025-08-18,CNR,0.0175,-0.0397,0.03,-0.1095
2025-08-25,CNR,0.015,-0.0397,0.03,-0.1095
2025-09-02,CNR,0.0285,-0.0397,0.03,-0.1095
2024-07-29,COF,0.0259,0.0192,0.0525,-0.0142
2024-08-05,COF,0.0135,0.0192,0.0525,-0.0142
2024-08-12,COF,0.0128,0.0192,0.0525,-0.0142
2024-08-19,COF,0.0172,0.0192,0.0525,-0.0142
2024-08-26,COF,0.0264,0.0192,0.0525,-0.0142
2024-09-03,COF,0.0261,0.0192,0.0525,-0.0142
2024-09-09,COF,0.0136,0.0192,0.0525,-0.0142
2024-09-16,COF,0.0225,0.0192,0.0525,-0.0142
2024-09-23,COF,0.0269,0.0192,0.0525,-0.0142
2024-09-30,COF,0.0242,0.0192,0.0525,-0.0142
2024-10-07,COF,0.0272,0.0192,0.0525,-0.0142
2024-10-14,COF,0.0042,0.0192,0.0525,-0.0142
2024-10-21,COF,0.0093,0.0192,0.0525,-0.0142
2024-10-28,COF,0.0182,0.0192,0.0525,-0.0142
2024-11-04,COF,0.0613,0.0192,0.0525,-0.0142
2024-11-11,COF,0.06,0.0192,0.0525,-0.0142
2024-11-18,COF,0.0638,0.0192,0.0525,-0.0142
2024-11-25,COF,0.0632,0.0192,0.0525,-0.0142
2024-12-02,COF,0.0665,0.0192,0.0525,-0.0142
2024-12-09,COF,0.0787,0.0192,0.0525,-0.0142
2024-12-16,COF,0.0561,0.0192,0.0525,-0.0142
2024-12-23,COF,0.0491,0.0192,0.0525,-0.0142
2024-12-30,COF,0.0476,0.0192,0.0525,-0.0142
2025-01-06,COF,0.0433,0.0192,0.0525,-0.0142
2025-01-13,COF,0.0413,0.0192,0.0525,-0.0142
2025-01-21,COF,0.0467,0.0192,0.0525,-0.0142
2025-01-27,COF,0.0475,0.0192,0.0525,-0.0142
2025-02-03,COF,0.0186,0.0192,0.0525,-0.0142
2025-02-10,COF,0.0141,0.0192,0.0525,-0.0142
2025-02-18,COF,0.0134,0.0192,0.0525,-0.0142
2025-02-24,COF,0.0059,0.0192,0.0525,-0.0142
2025-03-03,COF,-0.0343,0.0192,0.0525,-0.0142
2025-03-10,COF,-0.0239,0.0192,0.0525,-0.0142
2025-03-17,COF,-0.0184,0.0192,0.0525,-0.0142
2025-03-24,COF,-0.0078,0.0192,0.0525,-0.0142
2025-03-31,COF,-0.0234,0.0192,0.0525,-0.0142
2025-04-07,COF,-0.0381,0.0192,0.0525,-0.0142
2025-04-14,COF,-0.046,0.0192,0.0525,-0.0142
2025-04-21,COF,-0.0473,0.0192,0.0525,-0.0142
2025-04-28,COF,-0.0417,0.0192,0.0525,-0.0142
2025-05-05,COF,-0.0406,0.0192,0.0525,-0.0142
2025-05-12,COF,-0.0244,0.0192,0.0525,-0.0142
2025-05-19,COF,-0.0298,0.0192,0.0525,-0.0142
2025-05-27,COF,-0.0294,0.0192,0.0525,-0.0142
2025-06-02,COF,0.0054,0.0192,0.0525,-0.0142
2025-06-09,COF,0.0103,0.0192,0.0525,-0.0142
2025-06-16,COF,0.0141,0.0192,0.0525,-0.0142
2025-06-23,COF,0.0104,0.0192,0.0525,-0.0142
2025-06-30,COF,0.0476,0.0192,0.0525,-0.0142
2025-07-07,COF,0.0767,0.0192,0.0525,-0.0142
2025-07-14,COF,0.0662,0.0192,0.0525,-0.0142
2025-07-21,COF,0.0487,0.0192,0.0525,-0.0142
2025-07-28,COF,0.0345,0.0192,0.0525,-0.0142
2025-08-04,COF,0.0352,0.0192,0.0525,-0.0142
2025-08-11,COF,0.0286,0.0192,0.0525,-0.0142
2025-08-18,COF,0.0361,0.0192,0.0525,-0.0142
2025-08-25,COF,0.0398,0.0192,0.0525,-0.0142
2025-09-02,COF,0.0391,0.0192,0.0525,-0.0142
2024-07-29,COIN,0.0308,0.0041,0.0957,-0.0875
2024-08-05,COIN,-0.015,0.0041,0.0957,-0.0875
