Date,Ticker,Sharpe_Rank
2025-01-28,ADI,23.3
2025-01-29,ADI,29.3
2025-01-30,ADI,66.8
2025-01-31,ADI,61.2
2025-02-03,ADI,42.2
2025-02-04,ADI,22.8
2025-02-05,ADI,27.7
2025-02-06,ADI,27.8
2025-02-07,ADI,13.5
2025-02-10,ADI,28.4
2025-02-11,ADI,18.8
2025-02-12,ADI,19.0
2025-02-13,ADI,22.4
2025-02-14,ADI,66.6
2025-02-18,ADI,72.5
2025-02-19,ADI,97.8
2025-02-20,ADI,97.2
2025-02-21,ADI,92.2
2025-02-24,ADI,96.9
2025-02-25,ADI,97.9
2025-02-26,ADI,99.7
2025-02-27,ADI,92.4
2025-02-28,ADI,94.9
2025-03-03,ADI,94.0
2025-03-04,ADI,97.3
2025-03-05,ADI,98.5
2025-03-06,ADI,89.1
2025-03-07,ADI,94.4
2025-03-10,ADI,87.5
2025-03-11,ADI,80.9
2025-03-12,ADI,78.4
2025-03-13,ADI,70.3
2025-03-14,ADI,71.0
2025-03-17,ADI,65.0
2025-03-18,ADI,43.8
2025-03-19,ADI,5.9
2025-03-20,ADI,0.3
2025-03-21,ADI,0.8
2025-03-24,ADI,3.6
2025-03-25,ADI,6.6
2025-03-26,ADI,4.6
2025-03-27,ADI,18.1
2025-03-28,ADI,1.3
2025-03-31,ADI,1.3
2025-04-01,ADI,1.3
2025-04-02,ADI,1.3
2025-04-03,ADI,1.6
2025-04-04,ADI,0.3
2025-04-07,ADI,4.9
2025-04-08,ADI,5.2
2025-04-09,ADI,69.8
2025-04-10,ADI,47.9
2025-04-11,ADI,43.9
2025-04-14,ADI,35.5
2025-04-15,ADI,44.2
2025-04-16,ADI,31.2
2025-04-17,ADI,41.5
2025-04-21,ADI,41.5
2025-04-22,ADI,33.2
2025-04-23,ADI,41.9
2025-04-24,ADI,67.2
2025-04-25,ADI,68.0
2025-04-28,ADI,75.7
2025-04-29,ADI,73.7
2025-04-30,ADI,79.3
2025-05-01,ADI,76.6
2025-05-02,ADI,91.9
2025-05-05,ADI,99.8
2025-05-06,ADI,96.5
2025-05-07,ADI,99.8
2025-05-08,ADI,84.8
2025-05-09,ADI,99.8
2025-05-12,ADI,99.8
2025-05-13,ADI,99.8
2025-05-14,ADI,99.3
2025-05-15,ADI,99.8
2025-05-16,ADI,99.8
2025-05-19,ADI,98.9
2025-05-20,ADI,97.7
2025-05-21,ADI,96.6
2025-05-22,ADI,90.2
2025-05-23,ADI,91.1
2025-05-27,ADI,95.6
2025-05-28,ADI,95.4
2025-05-29,ADI,93.9
2025-05-30,ADI,92.6
2025-06-02,ADI,90.0
2025-06-03,ADI,93.1
2025-06-04,ADI,95.3
2025-06-05,ADI,90.1
2025-06-06,ADI,91.2
2025-06-09,ADI,91.1
2025-06-10,ADI,79.2
2025-06-11,ADI,70.3
2025-06-12,ADI,68.9
2025-06-13,ADI,45.2
2025-06-16,ADI,69.0
2025-06-17,ADI,63.9
2025-06-18,ADI,71.9
2025-06-20,ADI,75.1
2025-06-23,ADI,91.2
2025-06-24,ADI,96.5
2025-06-25,ADI,91.3
2025-06-26,ADI,95.7
2025-06-27,ADI,95.4
2025-06-30,ADI,96.6
2025-07-01,ADI,96.6
2025-07-02,ADI,96.6
2025-07-03,ADI,96.6
2025-07-07,ADI,94.6
2025-07-08,ADI,93.7
2025-07-09,ADI,81.5
2025-07-10,ADI,77.2
2025-07-11,ADI,77.4
2025-07-14,ADI,76.2
2025-07-15,ADI,84.3
2025-07-16,ADI,71.6
2025-07-17,ADI,81.9
2025-07-18,ADI,78.8
2025-07-21,ADI,78.6
2025-07-22,ADI,50.6
2025-07-23,ADI,12.3
2025-07-24,ADI,7.7
2025-07-25,ADI,6.5
2025-07-28,ADI,14.1
2025-07-29,ADI,11.9
2025-07-30,ADI,6.7
2025-07-31,ADI,1.4
2025-08-01,ADI,0.2
2025-08-04,ADI,1.4
2025-08-05,ADI,0.2
2025-08-06,ADI,0.6
2025-08-07,ADI,1.4
2025-08-08,ADI,1.8
2025-08-11,ADI,2.6
2025-08-12,ADI,17.5
2025-08-13,ADI,33.5
2025-08-14,ADI,24.0
2025-08-15,ADI,17.1
2025-08-18,ADI,17.9
2025-08-19,ADI,24.2
2025-08-20,ADI,80.6
2025-08-21,ADI,88.1
2025-08-22,ADI,92.7
2025-08-25,ADI,90.7
2025-08-26,ADI,92.5
2025-08-27,ADI,91.1
2025-08-28,ADI,94.8
2025-08-29,ADI,95.4
2025-09-02,ADI,93.3
2025-09-03,ADI,96.6
2025-09-04,ADI,96.6
2024-08-01,ADM,2.3
2024-08-02,ADM,4.3
2024-08-05,ADM,2.1
2024-08-06,ADM,2.0
2024-08-07,ADM,1.9
2024-08-08,ADM,1.9
2024-08-09,ADM,1.8
2024-08-12,ADM,12.1
2024-08-13,ADM,1.7
2024-08-14,ADM,1.6
2024-08-15,ADM,4.7
2024-08-16,ADM,9.1
2024-08-19,ADM,25.0
2024-08-20,ADM,30.0
2024-08-21,ADM,26.4
2024-08-22,ADM,12.2
2024-08-23,ADM,32.9
2024-08-26,ADM,39.7
2024-08-27,ADM,41.2
2024-08-28,ADM,42.7
2024-08-29,ADM,48.8
2024-08-30,ADM,61.6
2024-09-03,ADM,62.5
2024-09-04,ADM,92.2
2024-09-05,ADM,57.6
2024-09-06,ADM,47.9
2024-09-09,ADM,49.0
2024-09-10,ADM,49.0
2024-09-11,ADM,41.0
2024-09-12,ADM,55.9
2024-09-13,ADM,60.6
2024-09-16,ADM,56.6
2024-09-17,ADM,42.6
2024-09-18,ADM,60.9
2024-09-20,ADM,70.2
2024-09-23,ADM,47.4
2024-09-24,ADM,34.7
2024-09-25,ADM,30.0
2024-09-26,ADM,35.2
2024-09-27,ADM,42.7
2024-09-30,ADM,36.5
2024-10-01,ADM,39.8
2024-10-02,ADM,30.0
2024-10-03,ADM,34.8
2024-10-04,ADM,55.2
2024-10-07,ADM,47.8
2024-10-08,ADM,35.5
2024-10-09,ADM,32.1
2024-10-10,ADM,28.9
2024-10-11,ADM,29.2
2024-10-14,ADM,28.1
2024-10-15,ADM,26.4
2024-10-16,ADM,36.0
2024-10-17,ADM,23.0
2024-10-18,ADM,21.4
2024-10-21,ADM,22.4
2024-10-22,ADM,20.3
2024-10-23,ADM,40.6
2024-10-24,ADM,25.3
2024-10-25,ADM,17.1
2024-10-28,ADM,26.5
2024-10-29,ADM,23.8
2024-10-30,ADM,24.1
2024-10-31,ADM,22.1
2024-11-01,ADM,12.6
2024-11-04,ADM,17.6
2024-11-05,ADM,23.0
2024-11-06,ADM,37.2
2024-11-07,ADM,32.4
2024-11-08,ADM,24.5
2024-11-11,ADM,29.6
2024-11-12,ADM,15.4
2024-11-13,ADM,15.8
2024-11-14,ADM,24.0
2024-11-15,ADM,50.0
2024-11-18,ADM,39.8
2024-11-19,ADM,49.0
2024-11-20,ADM,52.0
2024-11-21,ADM,41.6
2024-11-22,ADM,40.2
2024-11-25,ADM,35.0
2024-11-26,ADM,51.9
2024-11-27,ADM,69.5
2024-11-29,ADM,76.4
2024-12-02,ADM,77.1
2024-12-03,ADM,56.9
2024-12-04,ADM,79.4
2024-12-05,ADM,54.5
2024-12-06,ADM,50.9
2024-12-09,ADM,66.5
2024-12-10,ADM,63.7
2024-12-11,ADM,86.0
2024-12-12,ADM,81.3
2024-12-13,ADM,67.7
2024-12-16,ADM,34.6
2024-12-17,ADM,40.3
2024-12-18,ADM,26.5
2024-12-19,ADM,12.1
2024-12-20,ADM,32.6
2024-12-23,ADM,31.6
2024-12-24,ADM,34.6
2024-12-26,ADM,28.6
2024-12-27,ADM,16.8
2024-12-30,ADM,10.3
2024-12-31,ADM,17.7
2025-01-02,ADM,29.3
2025-01-03,ADM,44.2
2025-01-06,ADM,27.3
2025-01-07,ADM,33.2
2025-01-08,ADM,29.5
2025-01-10,ADM,57.5
2025-01-13,ADM,63.8
2025-01-14,ADM,45.9
2025-01-15,ADM,57.0
2025-01-16,ADM,65.7
2025-01-17,ADM,75.0
2025-01-21,ADM,89.6
2025-01-22,ADM,83.9
2025-01-23,ADM,73.8
2025-01-24,ADM,65.8
2025-01-27,ADM,90.6
2025-01-28,ADM,78.1
2025-01-29,ADM,85.9
2025-01-30,ADM,90.8
2025-01-31,ADM,81.0
2025-02-03,ADM,77.0
2025-02-04,ADM,52.3
2025-02-05,ADM,44.3
2025-02-06,ADM,34.8
2025-02-07,ADM,33.6
2025-02-10,ADM,27.5
2025-02-11,ADM,17.9
2025-02-12,ADM,10.6
2025-02-13,ADM,20.5
2025-02-14,ADM,26.4
2025-02-18,ADM,24.1
2025-02-19,ADM,25.8
2025-02-20,ADM,36.6
2025-02-21,ADM,61.5
2025-02-24,ADM,66.0
2025-02-25,ADM,52.1
2025-02-26,ADM,47.0
2025-02-27,ADM,30.9
2025-02-28,ADM,34.6
2025-03-03,ADM,32.9
2025-03-04,ADM,35.4
2025-03-05,ADM,68.6
2025-03-06,ADM,94.7
2025-03-07,ADM,99.1
2025-03-10,ADM,99.7
2025-03-11,ADM,96.0
2025-03-12,ADM,86.5
2025-03-14,ADM,92.3
2025-03-17,ADM,93.5
2025-03-18,ADM,92.7
2025-03-19,ADM,87.2
2025-03-20,ADM,79.4
2025-03-21,ADM,67.4
2025-03-24,ADM,57.1
2025-03-25,ADM,55.2
2025-03-26,ADM,79.6
2025-03-27,ADM,92.2
2025-03-28,ADM,83.1
2025-03-31,ADM,89.6
2025-04-01,ADM,95.5
2025-04-02,ADM,95.0
2025-04-03,ADM,75.0
2025-04-04,ADM,31.4
2025-04-07,ADM,20.1
2025-04-08,ADM,22.0
2025-04-09,ADM,68.3
2025-04-10,ADM,65.4
2025-04-11,ADM,75.8
2025-04-14,ADM,74.6
2025-04-15,ADM,74.5
2025-04-16,ADM,76.6
2025-04-17,ADM,90.5
2025-04-22,ADM,95.5
2025-04-24,ADM,90.9
2025-04-25,ADM,79.5
2025-04-28,ADM,80.6
2025-04-29,ADM,77.3
2025-04-30,ADM,76.4
2025-05-01,ADM,76.3
2025-05-02,ADM,81.9
2025-05-05,ADM,97.6
2025-05-06,ADM,99.8
2025-05-07,ADM,99.8
2025-05-08,ADM,96.0
2025-05-09,ADM,98.8
2025-05-12,ADM,98.4
2025-05-13,ADM,98.6
2025-05-14,ADM,95.9
2025-05-15,ADM,93.8
2025-05-16,ADM,91.1
2025-05-19,ADM,86.2
2025-05-20,ADM,81.8
2025-05-21,ADM,68.2
2025-05-22,ADM,57.1
2025-05-23,ADM,62.9
2025-05-27,ADM,69.7
2025-05-28,ADM,69.6
2025-05-29,ADM,71.1
2025-05-30,ADM,72.5
2025-06-02,ADM,67.2
2025-06-03,ADM,63.0
2025-06-04,ADM,51.1
2025-06-05,ADM,52.6
2025-06-06,ADM,62.4
2025-06-09,ADM,59.1
2025-06-10,ADM,48.5
2025-06-11,ADM,33.5
2025-06-12,ADM,66.8
2025-06-13,ADM,94.4
2025-06-16,ADM,95.6
2025-06-17,ADM,96.7
2025-06-18,ADM,94.4
2025-06-20,ADM,98.6
2025-06-23,ADM,97.7
2025-06-24,ADM,99.0
2025-06-25,ADM,93.9
2025-06-26,ADM,97.0
2025-06-27,ADM,92.3
2025-06-30,ADM,95.8
2025-07-01,ADM,99.4
2025-07-02,ADM,99.8
2025-07-03,ADM,99.4
2025-07-07,ADM,99.0
2025-07-08,ADM,98.6
2025-07-09,ADM,97.4
2025-07-10,ADM,97.2
2025-07-11,ADM,97.4
2025-07-14,ADM,92.3
2025-07-15,ADM,78.4
2025-07-16,ADM,61.1
2025-07-17,ADM,54.4
2025-07-18,ADM,64.9
2025-07-21,ADM,65.5
2025-07-22,ADM,86.3
2025-07-23,ADM,88.3
2025-07-24,ADM,88.1
2025-07-28,ADM,86.5
2025-07-29,ADM,75.6
2025-07-30,ADM,66.5
2025-07-31,ADM,36.3
2025-08-01,ADM,33.9
2025-08-04,ADM,54.4
2025-08-05,ADM,86.3
2025-08-06,ADM,84.5
2025-08-07,ADM,85.3
2025-08-08,ADM,85.1
2025-08-11,ADM,88.3
2025-08-12,ADM,91.9
2025-08-13,ADM,94.0
2025-08-14,ADM,93.8
2025-08-15,ADM,92.1
2025-08-18,ADM,92.7
2025-08-19,ADM,89.5
2025-08-20,ADM,89.3
2025-08-21,ADM,92.5
2025-08-22,ADM,98.0
2025-08-25,ADM,99.4
2025-08-26,ADM,98.6
2025-08-27,ADM,96.6
2025-08-28,ADM,98.4
2025-08-29,ADM,98.8
2025-09-02,ADM,96.8
2025-09-03,ADM,93.8
2025-09-04,ADM,99.8
2024-08-01,ADP,93.2
2024-08-02,ADP,97.8
2024-08-05,ADP,85.4
2024-08-06,ADP,86.0
2024-08-07,ADP,84.6
2024-08-08,ADP,90.7
2024-08-09,ADP,73.2
2024-08-12,ADP,62.1
2024-08-13,ADP,58.3
2024-08-15,ADP,59.4
2024-08-16,ADP,68.2
2024-08-19,ADP,66.2
2024-08-20,ADP,55.7
2024-08-21,ADP,73.6
2024-08-22,ADP,71.6
2024-08-23,ADP,63.2
2024-08-26,ADP,47.4
2024-08-27,ADP,58.8
2024-08-28,ADP,40.2
2024-08-29,ADP,41.7
2024-08-30,ADP,43.0
2024-09-03,ADP,70.5
2024-09-04,ADP,50.0
2024-09-05,ADP,38.0
2024-09-06,ADP,28.7
2024-09-09,ADP,46.9
2024-09-10,ADP,76.5
2024-09-11,ADP,49.0
2024-09-12,ADP,49.0
2024-09-13,ADP,45.2
2024-09-17,ADP,49.1
2024-09-18,ADP,35.5
2024-09-19,ADP,32.1
2024-09-20,ADP,28.9
2024-09-23,ADP,31.9
2024-09-24,ADP,22.9
2024-09-25,ADP,14.2
2024-09-26,ADP,15.6
2024-09-27,ADP,13.7
2024-09-30,ADP,16.7
2024-10-01,ADP,26.6
2024-10-02,ADP,39.2
2024-10-04,ADP,61.9
2024-10-07,ADP,33.1
2024-10-08,ADP,28.3
2024-10-09,ADP,40.7
2024-10-10,ADP,38.0
2024-10-11,ADP,45.1
2024-10-14,ADP,51.4
2024-10-15,ADP,45.3
2024-10-16,ADP,65.3
2024-10-17,ADP,61.2
2024-10-18,ADP,78.6
2024-10-21,ADP,54.5
2024-10-22,ADP,66.5
2024-10-23,ADP,67.5
2024-10-24,ADP,67.3
2024-10-25,ADP,67.1
2024-10-28,ADP,35.5
2024-10-29,ADP,26.8
2024-10-30,ADP,35.3
2024-10-31,ADP,17.4
2024-11-01,ADP,13.8
2024-11-04,ADP,31.8
2024-11-05,ADP,20.8
2024-11-06,ADP,72.2
2024-11-07,ADP,74.7
2024-11-08,ADP,63.6
2024-11-11,ADP,59.7
2024-11-12,ADP,75.0
2024-11-13,ADP,65.3
2024-11-14,ADP,45.3
2024-11-15,ADP,35.6
2024-11-18,ADP,40.3
2024-11-19,ADP,37.4
2024-11-20,ADP,44.5
2024-11-21,ADP,59.4
2024-11-22,ADP,70.1
2024-11-25,ADP,80.6
2024-11-26,ADP,87.0
2024-11-29,ADP,75.5
2024-12-02,ADP,79.9
2024-12-04,ADP,48.6
2024-12-05,ADP,15.9
2024-12-06,ADP,8.6
2024-12-09,ADP,5.8
2024-12-10,ADP,9.3
2024-12-11,ADP,7.5
2024-12-12,ADP,6.1
2024-12-13,ADP,10.8
2024-12-16,ADP,16.7
2024-12-17,ADP,11.9
2024-12-18,ADP,6.3
2024-12-19,ADP,9.6
2024-12-20,ADP,5.4
2024-12-23,ADP,3.7
2024-12-24,ADP,8.1
2024-12-26,ADP,4.4
2024-12-27,ADP,4.0
2024-12-30,ADP,1.2
2024-12-31,ADP,2.0
2025-01-02,ADP,2.3
2025-01-03,ADP,7.4
2025-01-06,ADP,5.4
2025-01-07,ADP,2.7
2025-01-08,ADP,20.8
2025-01-10,ADP,1.9
2025-01-13,ADP,10.8
2025-01-14,ADP,18.5
2025-01-15,ADP,26.8
2025-01-16,ADP,32.5
2025-01-17,ADP,34.4
2025-01-21,ADP,56.1
2025-01-22,ADP,42.5
2025-01-23,ADP,32.6
2025-01-24,ADP,35.6
2025-01-27,ADP,38.5
2025-01-28,ADP,29.5
2025-01-29,ADP,40.7
2025-01-30,ADP,57.9
2025-01-31,ADP,57.8
2025-02-03,ADP,91.6
2025-02-05,ADP,93.7
2025-02-06,ADP,93.7
2025-02-07,ADP,69.4
2025-02-10,ADP,92.8
2025-02-11,ADP,86.7
2025-02-12,ADP,79.0
2025-02-13,ADP,89.7
2025-02-14,ADP,57.3
2025-02-18,ADP,65.5
2025-02-19,ADP,73.6
2025-02-20,ADP,82.5
2025-02-21,ADP,73.0
2025-02-24,ADP,75.6
2025-02-26,ADP,57.9
2025-02-27,ADP,49.7
2025-02-28,ADP,54.5
2025-03-03,ADP,76.0
2025-03-04,ADP,39.3
2025-03-05,ADP,38.5
2025-03-06,ADP,17.1
2025-03-07,ADP,23.4
2025-03-10,ADP,23.5
2025-03-11,ADP,13.0
2025-03-12,ADP,16.4
2025-03-13,ADP,10.3
2025-03-14,ADP,8.2
2025-03-17,ADP,19.5
2025-03-18,ADP,15.2
2025-03-19,ADP,15.9
2025-03-20,ADP,14.7
2025-03-21,ADP,13.8
2025-03-24,ADP,19.2
2025-03-25,ADP,17.8
2025-03-26,ADP,26.6
2025-03-27,ADP,31.4
2025-03-28,ADP,20.4
2025-03-31,ADP,23.5
2025-04-01,ADP,30.9
2025-04-02,ADP,37.6
2025-04-03,ADP,47.6
2025-04-04,ADP,23.3
2025-04-07,ADP,21.1
2025-04-08,ADP,28.8
2025-04-09,ADP,52.6
2025-04-10,ADP,53.8
2025-04-11,ADP,60.5
2025-04-14,ADP,56.9
2025-04-15,ADP,53.3
2025-04-16,ADP,47.0
2025-04-17,ADP,47.0
2025-04-21,ADP,40.0
2025-04-22,ADP,47.3
2025-04-23,ADP,47.3
2025-04-24,ADP,44.9
2025-04-25,ADP,38.0
2025-04-28,ADP,45.1
2025-04-29,ADP,42.0
2025-04-30,ADP,47.4
2025-05-01,ADP,43.8
2025-05-02,ADP,52.1
2025-05-05,ADP,76.1
2025-05-06,ADP,91.7
2025-05-07,ADP,93.7
2025-05-08,ADP,65.7
2025-05-09,ADP,74.0
2025-05-12,ADP,61.1
2025-05-13,ADP,52.8
2025-05-14,ADP,63.1
2025-05-15,ADP,92.7
2025-05-16,ADP,95.7
2025-05-19,ADP,99.8
2025-05-20,ADP,98.6
2025-05-21,ADP,99.1
2025-05-22,ADP,97.5
2025-05-23,ADP,98.4
2025-05-27,ADP,99.8
2025-05-28,ADP,97.6
2025-05-29,ADP,92.8
2025-05-30,ADP,96.3
2025-06-02,ADP,92.0
2025-06-03,ADP,93.3
2025-06-04,ADP,93.3
2025-06-05,ADP,90.8
2025-06-06,ADP,89.1
2025-06-09,ADP,56.2
2025-06-10,ADP,40.5
2025-06-11,ADP,36.9
2025-06-12,ADP,28.6
2025-06-13,ADP,9.4
2025-06-16,ADP,2.9
2025-06-17,ADP,0.2
2025-06-18,ADP,0.2
2025-06-20,ADP,0.2
2025-06-23,ADP,2.0
2025-06-24,ADP,6.3
2025-06-25,ADP,1.4
2025-06-26,ADP,6.7
2025-06-27,ADP,7.5
2025-06-30,ADP,12.9
2025-07-01,ADP,15.6
2025-07-02,ADP,9.2
2025-07-03,ADP,16.9
2025-07-07,ADP,15.7
2025-07-08,ADP,11.7
2025-07-09,ADP,26.4
2025-07-10,ADP,26.2
2025-07-11,ADP,24.2
2025-07-14,ADP,29.2
2025-07-15,ADP,27.0
2025-07-16,ADP,28.4
2025-07-17,ADP,31.7
2025-07-18,ADP,32.7
2025-07-21,ADP,31.9
2025-07-22,ADP,28.8
2025-07-23,ADP,29.0
2025-07-24,ADP,56.5
2025-07-25,ADP,47.6
2025-07-28,ADP,38.3
2025-07-29,ADP,30.2
2025-07-30,ADP,29.2
2025-07-31,ADP,39.7
2025-08-01,ADP,12.9
2025-08-04,ADP,17.1
2025-08-05,ADP,14.5
2025-08-06,ADP,17.7
2025-08-07,ADP,29.4
2025-08-08,ADP,41.9
2025-08-11,ADP,36.1
2025-08-12,ADP,39.7
2025-08-13,ADP,49.4
2025-08-14,ADP,36.3
2025-08-15,ADP,37.7
2025-08-18,ADP,41.5
2025-08-19,ADP,45.0
2025-08-20,ADP,52.0
2025-08-21,ADP,36.5
2025-08-22,ADP,38.9
2025-08-25,ADP,32.1
2025-08-26,ADP,26.8
2025-08-27,ADP,21.8
2025-08-28,ADP,25.6
2025-08-29,ADP,52.2
2025-09-02,ADP,26.2
2025-09-03,ADP,72.4
2025-09-04,ADP,72.2
2024-08-01,ADSK,6.8
2024-08-02,ADSK,2.2
2024-08-05,ADSK,2.1
2024-08-06,ADSK,36.0
2024-08-07,ADSK,9.6
2024-08-08,ADSK,42.6
2024-08-09,ADSK,16.1
2024-08-12,ADSK,15.5
2024-08-13,ADSK,50.0
2024-08-14,ADSK,58.1
2024-08-15,ADSK,64.1
2024-08-16,ADSK,62.1
2024-08-19,ADSK,63.2
2024-08-20,ADSK,58.6
2024-08-21,ADSK,70.8
2024-08-22,ADSK,64.9
2024-08-23,ADSK,72.4
2024-08-28,ADSK,57.3
2024-08-29,ADSK,75.0
2024-08-30,ADSK,75.6
2024-09-03,ADSK,98.9
2024-09-04,ADSK,72.2
2024-09-05,ADSK,70.7
2024-09-06,ADSK,58.5
2024-09-09,ADSK,69.8
2024-09-10,ADSK,70.4
2024-09-11,ADSK,65.0
2024-09-12,ADSK,56.9
2024-09-16,ADSK,72.6
2024-09-17,ADSK,68.5
2024-09-18,ADSK,60.9
2024-09-19,ADSK,70.5
2024-09-20,ADSK,69.3
2024-09-23,ADSK,49.1
2024-09-24,ADSK,50.0
2024-09-25,ADSK,44.2
2024-09-26,ADSK,73.0
2024-09-27,ADSK,52.4
2024-09-30,ADSK,69.0
2024-10-01,ADSK,39.8
2024-10-02,ADSK,61.5
2024-10-03,ADSK,69.7
2024-10-04,ADSK,79.1
2024-10-07,ADSK,44.9
2024-10-08,ADSK,70.3
2024-10-09,ADSK,71.4
2024-10-10,ADSK,73.2
2024-10-11,ADSK,68.1
2024-10-14,ADSK,65.1
2024-10-15,ADSK,75.7
2024-10-16,ADSK,83.3
2024-10-17,ADSK,77.0
2024-10-18,ADSK,87.7
2024-10-21,ADSK,80.1
2024-10-22,ADSK,71.5
2024-10-23,ADSK,69.4
2024-10-24,ADSK,39.5
2024-10-25,ADSK,51.8
2024-10-28,ADSK,36.1
2024-10-29,ADSK,81.5
2024-10-30,ADSK,74.7
2024-10-31,ADSK,54.7
2024-11-01,ADSK,54.6
2024-11-04,ADSK,81.2
2024-11-05,ADSK,62.4
2024-11-06,ADSK,89.4
2024-11-07,ADSK,94.0
2024-11-08,ADSK,82.1
2024-11-11,ADSK,90.9
2024-11-12,ADSK,77.7
2024-11-13,ADSK,78.4
2024-11-14,ADSK,47.9
2024-11-15,ADSK,22.2
2024-11-18,ADSK,34.2
2024-11-19,ADSK,51.5
2024-11-20,ADSK,70.0
2024-11-21,ADSK,86.1
2024-11-22,ADSK,95.1
2024-11-25,ADSK,88.8
2024-11-26,ADSK,79.3
2024-11-27,ADSK,21.9
2024-11-29,ADSK,30.7
2024-12-02,ADSK,32.7
2024-12-03,ADSK,35.6
2024-12-04,ADSK,37.6
2024-12-05,ADSK,23.2
2024-12-06,ADSK,21.2
2024-12-09,ADSK,23.2
2024-12-10,ADSK,17.3
2024-12-11,ADSK,18.0
2024-12-12,ADSK,17.8
2024-12-13,ADSK,18.5
2024-12-16,ADSK,31.6
2024-12-17,ADSK,21.2
2024-12-18,ADSK,14.7
2024-12-19,ADSK,14.6
2024-12-20,ADSK,14.0
2024-12-23,ADSK,5.3
2024-12-24,ADSK,12.6
2024-12-26,ADSK,14.1
2024-12-27,ADSK,36.4
2024-12-30,ADSK,23.0
2024-12-31,ADSK,16.9
2025-01-02,ADSK,4.7
2025-01-03,ADSK,1.9
2025-01-06,ADSK,1.2
2025-01-07,ADSK,0.4
2025-01-08,ADSK,3.4
2025-01-10,ADSK,2.6
2025-01-13,ADSK,1.5
2025-01-14,ADSK,1.9
2025-01-15,ADSK,7.0
2025-01-16,ADSK,6.2
2025-01-17,ADSK,9.1
2025-01-21,ADSK,30.9
2025-01-22,ADSK,38.6
2025-01-23,ADSK,27.3
2025-01-24,ADSK,27.8
2025-01-27,ADSK,23.1
2025-01-28,ADSK,45.1
2025-01-29,ADSK,38.6
2025-01-30,ADSK,54.8
2025-01-31,ADSK,63.6
2025-02-05,ADSK,71.7
2025-02-06,ADSK,66.6
2025-02-07,ADSK,34.2
2025-02-10,ADSK,74.5
2025-02-11,ADSK,61.4
2025-02-12,ADSK,46.8
2025-02-13,ADSK,52.9
2025-02-18,ADSK,31.6
2025-02-19,ADSK,28.0
2025-02-20,ADSK,16.2
2025-02-21,ADSK,8.1
2025-02-24,ADSK,9.0
2025-02-25,ADSK,9.8
2025-02-26,ADSK,4.3
2025-02-27,ADSK,2.7
2025-02-28,ADSK,0.3
2025-03-03,ADSK,0.3
2025-03-04,ADSK,0.3
2025-03-05,ADSK,0.3
2025-03-06,ADSK,0.3
2025-03-07,ADSK,0.3
2025-03-10,ADSK,1.5
2025-03-11,ADSK,2.0
2025-03-12,ADSK,2.6
2025-03-13,ADSK,2.6
2025-03-14,ADSK,5.4
2025-03-17,ADSK,6.5
2025-03-18,ADSK,7.0
2025-03-19,ADSK,10.9
2025-03-20,ADSK,14.7
2025-03-21,ADSK,17.7
2025-03-24,ADSK,20.1
2025-03-25,ADSK,29.2
2025-03-26,ADSK,23.4
2025-03-27,ADSK,26.2
2025-03-28,ADSK,28.0
2025-03-31,ADSK,30.5
2025-04-01,ADSK,35.9
2025-04-02,ADSK,39.9
2025-04-03,ADSK,36.3
2025-04-04,ADSK,28.8
2025-04-07,ADSK,35.9
2025-04-08,ADSK,28.8
2025-04-09,ADSK,66.0
2025-04-10,ADSK,61.0
2025-04-11,ADSK,52.3
2025-04-14,ADSK,47.5
2025-04-15,ADSK,53.3
2025-04-16,ADSK,37.2
2025-04-17,ADSK,36.2
2025-04-21,ADSK,34.1
2025-04-22,ADSK,38.6
2025-04-23,ADSK,37.7
2025-04-24,ADSK,49.8
2025-04-25,ADSK,48.3
2025-04-28,ADSK,60.9
2025-04-29,ADSK,63.0
2025-04-30,ADSK,60.6
2025-05-01,ADSK,54.1
2025-05-02,ADSK,80.7
2025-05-05,ADSK,90.5
2025-05-06,ADSK,92.9
2025-05-07,ADSK,98.4
2025-05-08,ADSK,83.6
2025-05-09,ADSK,97.0
2025-05-12,ADSK,99.8
2025-05-13,ADSK,99.8
2025-05-14,ADSK,95.9
2025-05-15,ADSK,99.3
2025-05-16,ADSK,99.8
2025-05-19,ADSK,99.8
2025-05-20,ADSK,98.9
2025-05-21,ADSK,96.2
2025-05-22,ADSK,88.6
2025-05-23,ADSK,94.7
2025-05-27,ADSK,97.1
2025-05-28,ADSK,94.1
2025-05-29,ADSK,86.2
2025-05-30,ADSK,86.0
2025-06-02,ADSK,68.9
2025-06-03,ADSK,80.7
2025-06-04,ADSK,81.5
2025-06-05,ADSK,67.8
2025-06-06,ADSK,40.0
2025-06-09,ADSK,46.6
2025-06-10,ADSK,28.6
2025-06-11,ADSK,11.6
2025-06-12,ADSK,20.4
2025-06-13,ADSK,10.5
2025-06-16,ADSK,28.1
2025-06-17,ADSK,27.6
2025-06-18,ADSK,22.1
2025-06-20,ADSK,32.3
2025-06-23,ADSK,36.5
2025-06-24,ADSK,46.1
2025-06-25,ADSK,29.5
2025-06-26,ADSK,35.8
2025-06-27,ADSK,42.3
2025-06-30,ADSK,64.7
2025-07-01,ADSK,72.4
2025-07-02,ADSK,52.6
2025-07-03,ADSK,77.0
2025-07-07,ADSK,74.8
2025-07-08,ADSK,75.0
2025-07-09,ADSK,51.0
