"Date","Ticker","Sharpe","Sharpe_avg","Sharpe_hi","Sharpe_low"
10/9/2024 0:00:00,"XLI",2.20,-3.13,1.51,-7.77
10/11/2024 0:00:00,"XLI",1.20,-3.13,1.51,-7.77
10/14/2024 0:00:00,"XLI",1.40,-3.13,1.51,-7.77
10/15/2024 0:00:00,"XLI",-0.50,-3.13,1.51,-7.77
10/16/2024 0:00:00,"XLI",0.90,-3.13,1.51,-7.77
10/17/2024 0:00:00,"XLI",-1.80,-3.13,1.51,-7.77
10/18/2024 0:00:00,"XLI",-0.50,-3.13,1.51,-7.77
10/21/2024 0:00:00,"XLI",-1.60,-3.13,1.51,-7.77
10/22/2024 0:00:00,"XLI",-4.10,-3.13,1.51,-7.77
10/23/2024 0:00:00,"XLI",-4.00,-3.13,1.51,-7.77
10/24/2024 0:00:00,"XLI",-5.80,-3.13,1.51,-7.77
10/25/2024 0:00:00,"XLI",-6.40,-3.13,1.51,-7.77
10/28/2024 0:00:00,"XLI",-6.70,-3.13,1.51,-7.77
10/29/2024 0:00:00,"XLI",-7.00,-3.13,1.51,-7.77
10/30/2024 0:00:00,"XLI",-7.00,-3.13,1.51,-7.77
10/31/2024 0:00:00,"XLI",-7.50,-3.13,1.51,-7.77
11/1/2024 0:00:00,"XLI",-8.40,-3.13,1.51,-7.77
11/4/2024 0:00:00,"XLI",-8.40,-3.13,1.51,-7.77
11/5/2024 0:00:00,"XLI",-5.50,-3.13,1.51,-7.77
11/6/2024 0:00:00,"XLI",-1.20,-3.13,1.51,-7.77
11/7/2024 0:00:00,"XLI",-1.30,-3.13,1.51,-7.77
11/8/2024 0:00:00,"XLI",-1.90,-3.13,1.51,-7.77
11/11/2024 0:00:00,"XLI",-1.80,-3.13,1.51,-7.77
11/12/2024 0:00:00,"XLI",-1.90,-3.13,1.51,-7.77
11/13/2024 0:00:00,"XLI",-2.40,-3.13,1.51,-7.77
11/14/2024 0:00:00,"XLI",-3.50,-3.13,1.51,-7.77
11/15/2024 0:00:00,"XLI",-4.20,-3.13,1.51,-7.77
11/18/2024 0:00:00,"XLI",-4.00,-3.13,1.51,-7.77
11/19/2024 0:00:00,"XLI",-3.00,-3.13,1.51,-7.77
11/20/2024 0:00:00,"XLI",-2.80,-3.13,1.51,-7.77
11/21/2024 0:00:00,"XLI",-1.00,-3.13,1.51,-7.77
11/22/2024 0:00:00,"XLI",0.40,-3.13,1.51,-7.77
11/25/2024 0:00:00,"XLI",0.70,-3.13,1.51,-7.77
11/26/2024 0:00:00,"XLI",0.90,-3.13,1.51,-7.77
11/27/2024 0:00:00,"XLI",0.70,-3.13,1.51,-7.77
11/29/2024 0:00:00,"XLI",2.30,-3.13,1.51,-7.77
12/2/2024 0:00:00,"XLI",1.60,-3.13,1.51,-7.77
12/3/2024 0:00:00,"XLI",1.10,-3.13,1.51,-7.77
12/4/2024 0:00:00,"XLI",0.10,-3.13,1.51,-7.77
12/5/2024 0:00:00,"XLI",-4.20,-3.13,1.51,-7.77
12/6/2024 0:00:00,"XLI",-5.70,-3.13,1.51,-7.77
12/9/2024 0:00:00,"XLI",-8.00,-3.13,1.51,-7.77
12/10/2024 0:00:00,"XLI",-9.70,-3.13,1.51,-7.77
12/11/2024 0:00:00,"XLI",-9.20,-3.13,1.51,-7.77
12/12/2024 0:00:00,"XLI",-10.40,-3.13,1.51,-7.77
12/13/2024 0:00:00,"XLI",-8.60,-3.13,1.51,-7.77
12/16/2024 0:00:00,"XLI",-8.80,-3.13,1.51,-7.77
12/17/2024 0:00:00,"XLI",-9.70,-3.13,1.51,-7.77
12/18/2024 0:00:00,"XLI",-10.20,-3.13,1.51,-7.77
12/19/2024 0:00:00,"XLI",-10.50,-3.13,1.51,-7.77
12/20/2024 0:00:00,"XLI",-10.10,-3.13,1.51,-7.77
12/23/2024 0:00:00,"XLI",-12.90,-3.13,1.51,-7.77
12/24/2024 0:00:00,"XLI",-13.40,-3.13,1.51,-7.77
12/26/2024 0:00:00,"XLI",-13.80,-3.13,1.51,-7.77
12/27/2024 0:00:00,"XLI",-14.30,-3.13,1.51,-7.77
12/30/2024 0:00:00,"XLI",-16.00,-3.13,1.51,-7.77
12/31/2024 0:00:00,"XLI",-15.70,-3.13,1.51,-7.77
1/2/2025 0:00:00,"XLI",-15.30,-3.13,1.51,-7.77
1/3/2025 0:00:00,"XLI",-13.50,-3.13,1.51,-7.77
1/6/2025 0:00:00,"XLI",-12.50,-3.13,1.51,-7.77
1/7/2025 0:00:00,"XLI",-12.70,-3.13,1.51,-7.77
1/8/2025 0:00:00,"XLI",-11.00,-3.13,1.51,-7.77
1/10/2025 0:00:00,"XLI",-11.80,-3.13,1.51,-7.77
1/13/2025 0:00:00,"XLI",-9.50,-3.13,1.51,-7.77
1/14/2025 0:00:00,"XLI",-7.10,-3.13,1.51,-7.77
1/15/2025 0:00:00,"XLI",-6.10,-3.13,1.51,-7.77
1/16/2025 0:00:00,"XLI",-4.70,-3.13,1.51,-7.77
1/17/2025 0:00:00,"XLI",-3.20,-3.13,1.51,-7.77
1/21/2025 0:00:00,"XLI",1.50,-3.13,1.51,-7.77
1/22/2025 0:00:00,"XLI",1.80,-3.13,1.51,-7.77
1/23/2025 0:00:00,"XLI",1.60,-3.13,1.51,-7.77
1/24/2025 0:00:00,"XLI",1.80,-3.13,1.51,-7.77
1/27/2025 0:00:00,"XLI",-0.70,-3.13,1.51,-7.77
1/28/2025 0:00:00,"XLI",-1.50,-3.13,1.51,-7.77
1/29/2025 0:00:00,"XLI",-1.10,-3.13,1.51,-7.77
1/30/2025 0:00:00,"XLI",1.20,-3.13,1.51,-7.77
1/31/2025 0:00:00,"XLI",0.70,-3.13,1.51,-7.77
2/3/2025 0:00:00,"XLI",-0.10,-3.13,1.51,-7.77
2/4/2025 0:00:00,"XLI",-1.20,-3.13,1.51,-7.77
2/5/2025 0:00:00,"XLI",-0.90,-3.13,1.51,-7.77
2/6/2025 0:00:00,"XLI",-0.30,-3.13,1.51,-7.77
2/7/2025 0:00:00,"XLI",-1.10,-3.13,1.51,-7.77
2/10/2025 0:00:00,"XLI",1.10,-3.13,1.51,-7.77
2/11/2025 0:00:00,"XLI",-0.10,-3.13,1.51,-7.77
2/12/2025 0:00:00,"XLI",-2.20,-3.13,1.51,-7.77
2/13/2025 0:00:00,"XLI",-2.90,-3.13,1.51,-7.77
2/14/2025 0:00:00,"XLI",-4.70,-3.13,1.51,-7.77
2/18/2025 0:00:00,"XLI",-4.60,-3.13,1.51,-7.77
2/19/2025 0:00:00,"XLI",-7.10,-3.13,1.51,-7.77
2/20/2025 0:00:00,"XLI",-9.10,-3.13,1.51,-7.77
2/21/2025 0:00:00,"XLI",-11.50,-3.13,1.51,-7.77
2/24/2025 0:00:00,"XLI",-12.20,-3.13,1.51,-7.77
2/25/2025 0:00:00,"XLI",-9.50,-3.13,1.51,-7.77
2/26/2025 0:00:00,"XLI",-9.10,-3.13,1.51,-7.77
2/27/2025 0:00:00,"XLI",-9.20,-3.13,1.51,-7.77
2/28/2025 0:00:00,"XLI",-8.20,-3.13,1.51,-7.77
3/3/2025 0:00:00,"XLI",-9.00,-3.13,1.51,-7.77
3/4/2025 0:00:00,"XLI",-9.30,-3.13,1.51,-7.77
3/5/2025 0:00:00,"XLI",-7.00,-3.13,1.51,-7.77
3/6/2025 0:00:00,"XLI",-7.90,-3.13,1.51,-7.77
3/7/2025 0:00:00,"XLI",-6.90,-3.13,1.51,-7.77
3/10/2025 0:00:00,"XLI",-7.80,-3.13,1.51,-7.77
3/11/2025 0:00:00,"XLI",-9.80,-3.13,1.51,-7.77
3/12/2025 0:00:00,"XLI",-10.10,-3.13,1.51,-7.77
3/13/2025 0:00:00,"XLI",-10.40,-3.13,1.51,-7.77
3/14/2025 0:00:00,"XLI",-8.10,-3.13,1.51,-7.77
3/17/2025 0:00:00,"XLI",-6.40,-3.13,1.51,-7.77
3/18/2025 0:00:00,"XLI",-7.70,-3.13,1.51,-7.77
3/19/2025 0:00:00,"XLI",-6.50,-3.13,1.51,-7.77
3/20/2025 0:00:00,"XLI",-6.40,-3.13,1.51,-7.77
3/21/2025 0:00:00,"XLI",-5.00,-3.13,1.51,-7.77
3/24/2025 0:00:00,"XLI",-3.50,-3.13,1.51,-7.77
3/25/2025 0:00:00,"XLI",-3.80,-3.13,1.51,-7.77
3/26/2025 0:00:00,"XLI",-4.40,-3.13,1.51,-7.77
3/27/2025 0:00:00,"XLI",-4.60,-3.13,1.51,-7.77
3/28/2025 0:00:00,"XLI",-7.00,-3.13,1.51,-7.77
3/31/2025 0:00:00,"XLI",-5.40,-3.13,1.51,-7.77
4/1/2025 0:00:00,"XLI",-3.50,-3.13,1.51,-7.77
4/2/2025 0:00:00,"XLI",-4.20,-3.13,1.51,-7.77
4/3/2025 0:00:00,"XLI",-5.80,-3.13,1.51,-7.77
4/4/2025 0:00:00,"XLI",-8.10,-3.13,1.51,-7.77
4/7/2025 0:00:00,"XLI",-7.70,-3.13,1.51,-7.77
4/8/2025 0:00:00,"XLI",-7.40,-3.13,1.51,-7.77
4/9/2025 0:00:00,"XLI",-2.40,-3.13,1.51,-7.77
4/10/2025 0:00:00,"XLI",-2.90,-3.13,1.51,-7.77
4/11/2025 0:00:00,"XLI",-2.90,-3.13,1.51,-7.77
4/14/2025 0:00:00,"XLI",-3.00,-3.13,1.51,-7.77
4/15/2025 0:00:00,"XLI",-3.00,-3.13,1.51,-7.77
4/16/2025 0:00:00,"XLI",-3.90,-3.13,1.51,-7.77
4/17/2025 0:00:00,"XLI",-3.50,-3.13,1.51,-7.77
4/21/2025 0:00:00,"XLI",-4.10,-3.13,1.51,-7.77
4/22/2025 0:00:00,"XLI",-4.00,-3.13,1.51,-7.77
4/23/2025 0:00:00,"XLI",-3.60,-3.13,1.51,-7.77
4/24/2025 0:00:00,"XLI",-2.60,-3.13,1.51,-7.77
4/25/2025 0:00:00,"XLI",-2.40,-3.13,1.51,-7.77
4/28/2025 0:00:00,"XLI",-1.60,-3.13,1.51,-7.77
4/29/2025 0:00:00,"XLI",-1.70,-3.13,1.51,-7.77
4/30/2025 0:00:00,"XLI",-1.60,-3.13,1.51,-7.77
5/1/2025 0:00:00,"XLI",-1.70,-3.13,1.51,-7.77
5/2/2025 0:00:00,"XLI",0.80,-3.13,1.51,-7.77
5/5/2025 0:00:00,"XLI",3.30,-3.13,1.51,-7.77
5/6/2025 0:00:00,"XLI",3.80,-3.13,1.51,-7.77
5/7/2025 0:00:00,"XLI",4.40,-3.13,1.51,-7.77
5/8/2025 0:00:00,"XLI",1.20,-3.13,1.51,-7.77
5/9/2025 0:00:00,"XLI",4.20,-3.13,1.51,-7.77
5/12/2025 0:00:00,"XLI",5.40,-3.13,1.51,-7.77
5/13/2025 0:00:00,"XLI",5.30,-3.13,1.51,-7.77
5/14/2025 0:00:00,"XLI",5.20,-3.13,1.51,-7.77
5/15/2025 0:00:00,"XLI",7.40,-3.13,1.51,-7.77
5/16/2025 0:00:00,"XLI",8.40,-3.13,1.51,-7.77
5/19/2025 0:00:00,"XLI",10.70,-3.13,1.51,-7.77
5/20/2025 0:00:00,"XLI",10.60,-3.13,1.51,-7.77
5/21/2025 0:00:00,"XLI",6.70,-3.13,1.51,-7.77
5/22/2025 0:00:00,"XLI",4.60,-3.13,1.51,-7.77
5/23/2025 0:00:00,"XLI",4.50,-3.13,1.51,-7.77
5/27/2025 0:00:00,"XLI",5.70,-3.13,1.51,-7.77
5/28/2025 0:00:00,"XLI",4.50,-3.13,1.51,-7.77
5/29/2025 0:00:00,"XLI",3.90,-3.13,1.51,-7.77
5/30/2025 0:00:00,"XLI",3.20,-3.13,1.51,-7.77
6/2/2025 0:00:00,"XLI",1.40,-3.13,1.51,-7.77
6/3/2025 0:00:00,"XLI",2.20,-3.13,1.51,-7.77
6/4/2025 0:00:00,"XLI",3.10,-3.13,1.51,-7.77
6/5/2025 0:00:00,"XLI",2.70,-3.13,1.51,-7.77
6/6/2025 0:00:00,"XLI",2.10,-3.13,1.51,-7.77
6/9/2025 0:00:00,"XLI",2.00,-3.13,1.51,-7.77
6/10/2025 0:00:00,"XLI",-1.60,-3.13,1.51,-7.77
6/11/2025 0:00:00,"XLI",-3.00,-3.13,1.51,-7.77
6/12/2025 0:00:00,"XLI",-2.80,-3.13,1.51,-7.77
6/13/2025 0:00:00,"XLI",-5.30,-3.13,1.51,-7.77
6/16/2025 0:00:00,"XLI",-6.10,-3.13,1.51,-7.77
6/17/2025 0:00:00,"XLI",-7.80,-3.13,1.51,-7.77
6/18/2025 0:00:00,"XLI",-7.70,-3.13,1.51,-7.77
6/20/2025 0:00:00,"XLI",-5.10,-3.13,1.51,-7.77
6/23/2025 0:00:00,"XLI",-4.00,-3.13,1.51,-7.77
6/24/2025 0:00:00,"XLI",-2.10,-3.13,1.51,-7.77
6/25/2025 0:00:00,"XLI",-5.90,-3.13,1.51,-7.77
6/26/2025 0:00:00,"XLI",-3.90,-3.13,1.51,-7.77
6/27/2025 0:00:00,"XLI",-2.40,-3.13,1.51,-7.77
6/30/2025 0:00:00,"XLI",-1.70,-3.13,1.51,-7.77
7/1/2025 0:00:00,"XLI",-0.90,-3.13,1.51,-7.77
7/2/2025 0:00:00,"XLI",-2.00,-3.13,1.51,-7.77
7/3/2025 0:00:00,"XLI",-0.70,-3.13,1.51,-7.77
7/7/2025 0:00:00,"XLI",-1.10,-3.13,1.51,-7.77
7/8/2025 0:00:00,"XLI",-2.50,-3.13,1.51,-7.77
7/9/2025 0:00:00,"XLI",-1.30,-3.13,1.51,-7.77
7/10/2025 0:00:00,"XLI",0.30,-3.13,1.51,-7.77
7/11/2025 0:00:00,"XLI",-0.30,-3.13,1.51,-7.77
7/14/2025 0:00:00,"XLI",1.10,-3.13,1.51,-7.77
7/15/2025 0:00:00,"XLI",1.10,-3.13,1.51,-7.77
7/16/2025 0:00:00,"XLI",0.70,-3.13,1.51,-7.77
7/17/2025 0:00:00,"XLI",3.30,-3.13,1.51,-7.77
7/18/2025 0:00:00,"XLI",3.60,-3.13,1.51,-7.77
7/21/2025 0:00:00,"XLI",2.50,-3.13,1.51,-7.77
7/22/2025 0:00:00,"XLI",1.20,-3.13,1.51,-7.77
7/23/2025 0:00:00,"XLI",2.50,-3.13,1.51,-7.77
7/24/2025 0:00:00,"XLI",3.60,-3.13,1.51,-7.77
7/25/2025 0:00:00,"XLI",3.70,-3.13,1.51,-7.77
7/28/2025 0:00:00,"XLI",1.60,-3.13,1.51,-7.77
7/29/2025 0:00:00,"XLI",-1.10,-3.13,1.51,-7.77
7/30/2025 0:00:00,"XLI",-2.30,-3.13,1.51,-7.77
7/31/2025 0:00:00,"XLI",-2.40,-3.13,1.51,-7.77
8/1/2025 0:00:00,"XLI",-5.30,-3.13,1.51,-7.77
8/4/2025 0:00:00,"XLI",-3.60,-3.13,1.51,-7.77
8/5/2025 0:00:00,"XLI",-3.90,-3.13,1.51,-7.77
8/6/2025 0:00:00,"XLI",-4.70,-3.13,1.51,-7.77
8/7/2025 0:00:00,"XLI",-5.70,-3.13,1.51,-7.77
8/8/2025 0:00:00,"XLI",-5.20,-3.13,1.51,-7.77
8/11/2025 0:00:00,"XLI",-6.30,-3.13,1.51,-7.77
8/12/2025 0:00:00,"XLI",-3.80,-3.13,1.51,-7.77
8/13/2025 0:00:00,"XLI",-3.90,-3.13,1.51,-7.77
8/14/2025 0:00:00,"XLI",-6.10,-3.13,1.51,-7.77
8/15/2025 0:00:00,"XLI",-6.50,-3.13,1.51,-7.77
8/18/2025 0:00:00,"XLI",-5.30,-3.13,1.51,-7.77
8/19/2025 0:00:00,"XLI",-5.40,-3.13,1.51,-7.77
8/20/2025 0:00:00,"XLI",-7.80,-3.13,1.51,-7.77
8/21/2025 0:00:00,"XLI",-9.60,-3.13,1.51,-7.77
8/22/2025 0:00:00,"XLI",-7.40,-3.13,1.51,-7.77
8/25/2025 0:00:00,"XLI",-8.50,-3.13,1.51,-7.77
8/26/2025 0:00:00,"XLI",-5.20,-3.13,1.51,-7.77
8/27/2025 0:00:00,"XLI",-4.90,-3.13,1.51,-7.77
8/28/2025 0:00:00,"XLI",-4.80,-3.13,1.51,-7.77
8/29/2025 0:00:00,"XLI",2.00,-3.13,1.51,-7.77
8/1/2024 0:00:00,"XLP",-4.30,-5.98,-1.30,-10.66
8/2/2024 0:00:00,"XLP",-4.70,-5.98,-1.30,-10.66
8/5/2024 0:00:00,"XLP",-6.40,-5.98,-1.30,-10.66
8/6/2024 0:00:00,"XLP",-5.00,-5.98,-1.30,-10.66
8/7/2024 0:00:00,"XLP",-5.50,-5.98,-1.30,-10.66
8/8/2024 0:00:00,"XLP",-3.80,-5.98,-1.30,-10.66
8/9/2024 0:00:00,"XLP",-4.20,-5.98,-1.30,-10.66
8/12/2024 0:00:00,"XLP",-4.10,-5.98,-1.30,-10.66
8/13/2024 0:00:00,"XLP",-4.70,-5.98,-1.30,-10.66
8/14/2024 0:00:00,"XLP",-6.00,-5.98,-1.30,-10.66
8/15/2024 0:00:00,"XLP",-4.00,-5.98,-1.30,-10.66
8/16/2024 0:00:00,"XLP",-3.30,-5.98,-1.30,-10.66
8/19/2024 0:00:00,"XLP",-2.90,-5.98,-1.30,-10.66
8/20/2024 0:00:00,"XLP",-1.70,-5.98,-1.30,-10.66
8/21/2024 0:00:00,"XLP",-0.60,-5.98,-1.30,-10.66
8/22/2024 0:00:00,"XLP",-0.70,-5.98,-1.30,-10.66
8/23/2024 0:00:00,"XLP",-1.70,-5.98,-1.30,-10.66
8/26/2024 0:00:00,"XLP",-0.80,-5.98,-1.30,-10.66
8/27/2024 0:00:00,"XLP",0.60,-5.98,-1.30,-10.66
8/28/2024 0:00:00,"XLP",0.20,-5.98,-1.30,-10.66
8/29/2024 0:00:00,"XLP",-1.90,-5.98,-1.30,-10.66
8/30/2024 0:00:00,"XLP",-2.00,-5.98,-1.30,-10.66
9/3/2024 0:00:00,"XLP",2.00,-5.98,-1.30,-10.66
9/4/2024 0:00:00,"XLP",2.60,-5.98,-1.30,-10.66
9/5/2024 0:00:00,"XLP",1.40,-5.98,-1.30,-10.66
9/6/2024 0:00:00,"XLP",-1.10,-5.98,-1.30,-10.66
9/9/2024 0:00:00,"XLP",0.30,-5.98,-1.30,-10.66
9/10/2024 0:00:00,"XLP",1.30,-5.98,-1.30,-10.66
9/11/2024 0:00:00,"XLP",-1.40,-5.98,-1.30,-10.66
9/12/2024 0:00:00,"XLP",-1.10,-5.98,-1.30,-10.66
9/13/2024 0:00:00,"XLP",-1.80,-5.98,-1.30,-10.66
9/16/2024 0:00:00,"XLP",-1.70,-5.98,-1.30,-10.66
9/17/2024 0:00:00,"XLP",-3.70,-5.98,-1.30,-10.66
9/18/2024 0:00:00,"XLP",-5.20,-5.98,-1.30,-10.66
9/19/2024 0:00:00,"XLP",-7.20,-5.98,-1.30,-10.66
9/20/2024 0:00:00,"XLP",-6.20,-5.98,-1.30,-10.66
9/23/2024 0:00:00,"XLP",-6.70,-5.98,-1.30,-10.66
9/24/2024 0:00:00,"XLP",-8.30,-5.98,-1.30,-10.66
9/25/2024 0:00:00,"XLP",-9.40,-5.98,-1.30,-10.66
9/26/2024 0:00:00,"XLP",-8.20,-5.98,-1.30,-10.66
9/27/2024 0:00:00,"XLP",-7.00,-5.98,-1.30,-10.66
9/30/2024 0:00:00,"XLP",-8.70,-5.98,-1.30,-10.66
10/1/2024 0:00:00,"XLP",-11.00,-5.98,-1.30,-10.66
10/2/2024 0:00:00,"XLP",-13.30,-5.98,-1.30,-10.66
10/3/2024 0:00:00,"XLP",-13.80,-5.98,-1.30,-10.66
10/4/2024 0:00:00,"XLP",-12.60,-5.98,-1.30,-10.66
10/7/2024 0:00:00,"XLP",-14.90,-5.98,-1.30,-10.66
10/8/2024 0:00:00,"XLP",-14.30,-5.98,-1.30,-10.66
10/9/2024 0:00:00,"XLP",-11.20,-5.98,-1.30,-10.66
10/10/2024 0:00:00,"XLP",-13.50,-5.98,-1.30,-10.66
10/11/2024 0:00:00,"XLP",-13.80,-5.98,-1.30,-10.66
10/14/2024 0:00:00,"XLP",-14.20,-5.98,-1.30,-10.66
10/15/2024 0:00:00,"XLP",-10.90,-5.98,-1.30,-10.66
10/16/2024 0:00:00,"XLP",-10.80,-5.98,-1.30,-10.66
10/17/2024 0:00:00,"XLP",-10.40,-5.98,-1.30,-10.66
10/18/2024 0:00:00,"XLP",-11.10,-5.98,-1.30,-10.66
10/21/2024 0:00:00,"XLP",-12.40,-5.98,-1.30,-10.66
10/22/2024 0:00:00,"XLP",-10.40,-5.98,-1.30,-10.66
10/23/2024 0:00:00,"XLP",-10.40,-5.98,-1.30,-10.66
10/24/2024 0:00:00,"XLP",-11.20,-5.98,-1.30,-10.66
10/25/2024 0:00:00,"XLP",-12.60,-5.98,-1.30,-10.66
10/28/2024 0:00:00,"XLP",-12.30,-5.98,-1.30,-10.66
10/29/2024 0:00:00,"XLP",-12.80,-5.98,-1.30,-10.66
10/30/2024 0:00:00,"XLP",-11.60,-5.98,-1.30,-10.66
10/31/2024 0:00:00,"XLP",-10.70,-5.98,-1.30,-10.66
11/1/2024 0:00:00,"XLP",-12.00,-5.98,-1.30,-10.66
11/4/2024 0:00:00,"XLP",-9.70,-5.98,-1.30,-10.66
11/5/2024 0:00:00,"XLP",-9.90,-5.98,-1.30,-10.66
11/6/2024 0:00:00,"XLP",-11.80,-5.98,-1.30,-10.66
11/7/2024 0:00:00,"XLP",-10.80,-5.98,-1.30,-10.66
11/8/2024 0:00:00,"XLP",-8.80,-5.98,-1.30,-10.66
11/11/2024 0:00:00,"XLP",-10.10,-5.98,-1.30,-10.66
11/12/2024 0:00:00,"XLP",-11.00,-5.98,-1.30,-10.66
11/13/2024 0:00:00,"XLP",-10.60,-5.98,-1.30,-10.66
11/14/2024 0:00:00,"XLP",-10.30,-5.98,-1.30,-10.66
11/15/2024 0:00:00,"XLP",-11.70,-5.98,-1.30,-10.66
11/18/2024 0:00:00,"XLP",-9.00,-5.98,-1.30,-10.66
11/19/2024 0:00:00,"XLP",-9.90,-5.98,-1.30,-10.66
11/20/2024 0:00:00,"XLP",-10.60,-5.98,-1.30,-10.66
11/21/2024 0:00:00,"XLP",-8.00,-5.98,-1.30,-10.66
11/22/2024 0:00:00,"XLP",-5.30,-5.98,-1.30,-10.66
11/25/2024 0:00:00,"XLP",-4.90,-5.98,-1.30,-10.66
11/26/2024 0:00:00,"XLP",-2.90,-5.98,-1.30,-10.66
11/27/2024 0:00:00,"XLP",-2.50,-5.98,-1.30,-10.66
11/29/2024 0:00:00,"XLP",-1.30,-5.98,-1.30,-10.66
12/2/2024 0:00:00,"XLP",-1.50,-5.98,-1.30,-10.66
12/3/2024 0:00:00,"XLP",-2.60,-5.98,-1.30,-10.66
12/4/2024 0:00:00,"XLP",-3.90,-5.98,-1.30,-10.66
12/5/2024 0:00:00,"XLP",-0.90,-5.98,-1.30,-10.66
12/6/2024 0:00:00,"XLP",-2.60,-5.98,-1.30,-10.66
12/9/2024 0:00:00,"XLP",-5.00,-5.98,-1.30,-10.66
12/10/2024 0:00:00,"XLP",-3.90,-5.98,-1.30,-10.66
12/11/2024 0:00:00,"XLP",-5.30,-5.98,-1.30,-10.66
12/12/2024 0:00:00,"XLP",-5.30,-5.98,-1.30,-10.66
12/13/2024 0:00:00,"XLP",-5.30,-5.98,-1.30,-10.66
12/16/2024 0:00:00,"XLP",-4.60,-5.98,-1.30,-10.66
12/17/2024 0:00:00,"XLP",-6.60,-5.98,-1.30,-10.66
12/18/2024 0:00:00,"XLP",-8.30,-5.98,-1.30,-10.66
12/19/2024 0:00:00,"XLP",-8.40,-5.98,-1.30,-10.66
12/20/2024 0:00:00,"XLP",-9.70,-5.98,-1.30,-10.66
12/23/2024 0:00:00,"XLP",-13.10,-5.98,-1.30,-10.66
12/24/2024 0:00:00,"XLP",-13.40,-5.98,-1.30,-10.66
12/26/2024 0:00:00,"XLP",-13.80,-5.98,-1.30,-10.66
12/27/2024 0:00:00,"XLP",-15.20,-5.98,-1.30,-10.66
12/30/2024 0:00:00,"XLP",-17.20,-5.98,-1.30,-10.66
12/31/2024 0:00:00,"XLP",-16.80,-5.98,-1.30,-10.66
1/2/2025 0:00:00,"XLP",-16.30,-5.98,-1.30,-10.66
1/3/2025 0:00:00,"XLP",-16.00,-5.98,-1.30,-10.66
1/6/2025 0:00:00,"XLP",-17.50,-5.98,-1.30,-10.66
1/7/2025 0:00:00,"XLP",-17.80,-5.98,-1.30,-10.66
1/8/2025 0:00:00,"XLP",-17.00,-5.98,-1.30,-10.66
1/10/2025 0:00:00,"XLP",-18.70,-5.98,-1.30,-10.66
1/13/2025 0:00:00,"XLP",-17.70,-5.98,-1.30,-10.66
1/14/2025 0:00:00,"XLP",-18.00,-5.98,-1.30,-10.66
1/15/2025 0:00:00,"XLP",-18.60,-5.98,-1.30,-10.66
1/16/2025 0:00:00,"XLP",-15.50,-5.98,-1.30,-10.66
1/17/2025 0:00:00,"XLP",-13.90,-5.98,-1.30,-10.66
1/21/2025 0:00:00,"XLP",-10.70,-5.98,-1.30,-10.66
1/22/2025 0:00:00,"XLP",-11.40,-5.98,-1.30,-10.66
1/23/2025 0:00:00,"XLP",-11.40,-5.98,-1.30,-10.66
1/24/2025 0:00:00,"XLP",-8.50,-5.98,-1.30,-10.66
1/27/2025 0:00:00,"XLP",-4.30,-5.98,-1.30,-10.66
1/28/2025 0:00:00,"XLP",-6.10,-5.98,-1.30,-10.66
1/29/2025 0:00:00,"XLP",-5.30,-5.98,-1.30,-10.66
1/30/2025 0:00:00,"XLP",-2.80,-5.98,-1.30,-10.66
1/31/2025 0:00:00,"XLP",-4.20,-5.98,-1.30,-10.66
2/3/2025 0:00:00,"XLP",-3.50,-5.98,-1.30,-10.66
2/4/2025 0:00:00,"XLP",-4.20,-5.98,-1.30,-10.66
2/5/2025 0:00:00,"XLP",-2.40,-5.98,-1.30,-10.66
2/6/2025 0:00:00,"XLP",-1.60,-5.98,-1.30,-10.66
2/7/2025 0:00:00,"XLP",-2.00,-5.98,-1.30,-10.66
2/10/2025 0:00:00,"XLP",0.20,-5.98,-1.30,-10.66
2/11/2025 0:00:00,"XLP",1.10,-5.98,-1.30,-10.66
2/12/2025 0:00:00,"XLP",1.00,-5.98,-1.30,-10.66
2/13/2025 0:00:00,"XLP",2.60,-5.98,-1.30,-10.66
2/14/2025 0:00:00,"XLP",0.60,-5.98,-1.30,-10.66
2/18/2025 0:00:00,"XLP",0.40,-5.98,-1.30,-10.66
2/19/2025 0:00:00,"XLP",0.70,-5.98,-1.30,-10.66
2/20/2025 0:00:00,"XLP",0.80,-5.98,-1.30,-10.66
2/21/2025 0:00:00,"XLP",1.60,-5.98,-1.30,-10.66
2/24/2025 0:00:00,"XLP",1.40,-5.98,-1.30,-10.66
2/25/2025 0:00:00,"XLP",0.10,-5.98,-1.30,-10.66
2/26/2025 0:00:00,"XLP",-0.30,-5.98,-1.30,-10.66
2/27/2025 0:00:00,"XLP",-0.70,-5.98,-1.30,-10.66
2/28/2025 0:00:00,"XLP",-0.20,-5.98,-1.30,-10.66
3/3/2025 0:00:00,"XLP",1.50,-5.98,-1.30,-10.66
3/4/2025 0:00:00,"XLP",-0.90,-5.98,-1.30,-10.66
3/5/2025 0:00:00,"XLP",0.50,-5.98,-1.30,-10.66
3/7/2025 0:00:00,"XLP",-0.20,-5.98,-1.30,-10.66
3/10/2025 0:00:00,"XLP",-0.20,-5.98,-1.30,-10.66
3/11/2025 0:00:00,"XLP",-2.40,-5.98,-1.30,-10.66
3/12/2025 0:00:00,"XLP",-5.10,-5.98,-1.30,-10.66
3/13/2025 0:00:00,"XLP",-5.50,-5.98,-1.30,-10.66
